"SMILES","EXTERNALID","N","NAME","NAME","INTRODUCER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","IC group given","Temperature","UNIT {Temperature}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","COMMENTS","CASRN"
"OC(=O)C1=C(NC2=CC=CC=C2)C=CC=C1","-","19","N-PHENYL O-AMINOBENZOIC ACID","-","Koerner","A3183","-","465","5","3.99","Log unit","O=C(O)c1c(Nc2ccccc2)cccc1","benzoic acid (ortho subs.)","","-","","","-","","-","","-","91-40-7"
"CC1=C(C=CC=C1)C(O)=O","-","25","o-toluic acid","-","Koerner","A3183","-","465","5","3.98","Log unit","O=C(O)c1c(cccc1)C","benzoic acid (ortho subs.)","20.0","?C","","","-","","-","","-","118-90-1"
"OC(=O)C(F)(F)F","-","12","Trifluoroacetic acid","-","Koerner","A3183","-","466","6","0.52","Log unit","O=C(O)C(F)(F)F","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","76-05-1"
"COC1=C(O)C=CC(CC(O)=O)=C1","-","54","4-HYDROXY-3-METHOXY-BENZENEACETIC ACID","-","Koerner","A3183","-","467","6","4.41","Log unit","O=C(O)Cc1ccc(c(OC)c1)O","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","306-08-1"
"OC(=O)C1=C(Cl)C=CC=C1Cl","-","6","2,6-DICHLOROBENZOIC ACID","-","Koerner","A3183","-","465","5","1.59","Log unit","O=C(O)c1c(Cl)cccc1Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","50-30-6"
"OC(=O)C1=C(Cl)C=CC(Cl)=C1Cl","-","5","2,3,6-TRICHLOROBENZOIC ACID","-","Koerner","A3183","-","465","5","1.5","Log unit","O=C(O)c1c(Cl)c(ccc1Cl)Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","50-31-7"
"OC(=O)C1=C(Cl)C=CC(Cl)=C1","-","3","2,5-DICHLOROBENZOIC ACID","-","Koerner","A3183","-","465","5","2.466","Log unit","O=C(O)c1c(Cl)ccc(c1)Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","50-79-3"
"OC(=O)C1=C(Cl)C=C(Cl)C=C1","-","2","2,4-DICHLOROBENZOIC ACID","-","Koerner","A3183","-","465","5","2.68","Log unit","O=C(O)c1c(Cl)cc(cc1)Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","50-84-0"
"CC1=CC(O)=C(C=C1)C(O)=O","-","1","4-METHYLSALICYLIC ACID","-","Koerner","A3183","-","465","5","3.4","Log unit","O=C(O)c1c(O)cc(cc1)C","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","50-85-1"
"OC(=O)CI","-","6","IODO-ACETIC ACID","-","Koerner","A3183","-","466","6","3.15","Log unit","O=C(O)CI","aliph. carboxylic acid","","-","","","-","","-","","-","64-69-7"
"CC(Cl)(Cl)C(O)=O","-","9","DALAPON","-","Koerner","A3183","-","466","6","1.79","Log unit","O=C(O)C(Cl)(Cl)C","aliph. carboxylic acid","","-","","","-","","-","","-","75-99-0"
"OC(=O)C(Cl)(Cl)Cl","-","13","TRICHLOROACETIC ACID","-","Koerner","A3183","-","466","6","0.512","Log unit","O=C(O)C(Cl)(Cl)Cl","aliph. carboxylic acid","","-","","","-","","-","","-","76-03-9"
"OC(=O)C(Cl)Cl","-","15","DICHLOROACETIC ACID","-","Koerner","A3183","-","466","6","1.26","Log unit","O=C(O)C(Cl)Cl","aliph. carboxylic acid","","-","","","-","","-","","-","79-43-6"
"CC1=C(O)C(=CC=C1)C(O)=O","-","11","3-METHYLSALICYLIC ACID","-","Koerner","A3183","-","465","5","2.95","Log unit","O=C(O)c1c(O)c(ccc1)C","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","83-40-9"
"OC(=O)C1=C(Br)C=CC=C1","-","13","O-BROMOBENZOIC ACID","-","Koerner","A3183","-","465","5","2.88","Log unit","O=C(O)c1c(Br)cccc1","benzoic acid (ortho subs.)","20.0","?C","","","-","","-","","-","88-65-3"
"CC1=CC(C(O)=O)=C(O)C=C1","-","15","5-METHYLSALICYLIC ACID","-","Koerner","A3183","-","465","5","3.15","Log unit","O=C(O)c1c(O)ccc(c1)C","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","89-56-5"
"COC1=CC(OC)=C(C=C1)C(O)=O","-","18","2,4-DIMETHOXYBENZOIC ACID","-","Koerner","A3183","-","465","5","4.36","Log unit","O=C(O)c1c(OC)cc(cc1)OC","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","91-52-1"
"OC(=O)C1=C(O)C=C2C=CC=CC2=C1","-","20","2-NAPHTHALENECARBOXYLIC ACID, 3-HYDROXY-","-","Koerner","A3183","-","465","5","2.79","Log unit","O=C(O)c1c(O)cc2c(c1)cccc2","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","92-70-6"
"CC1=C(OCCCC(O)=O)C=CC(Cl)=C1","-","31","MCPB","-","Koerner","A3183","-","466","6","6.2","Log unit","O=C(O)CCCOc1c(cc(Cl)cc1)C","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","94-81-5"
"OC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O","-","22","2-CHLORO-4-NITRO-BENZOIC ACID","-","Koerner","A3183","-","465","5","2.14","Log unit","O=C(O)c1c(cc([N+](=O)[O-])cc1)Cl","benzoic acid (ortho subs.)","","-","","","-","","-","","-","99-60-5"
"OC(=O)CC1=CC(O)=C(O)C=C1","-","37","3,4-DIHYDROXYPHENYLACETIC ACID","-","Koerner","A3183","-","467","6","4.25","Log unit","O=C(O)Cc1ccc(c(O)c1)O","aliph. carboxylic acid","30.0","?C","","","-","","-","","-","102-32-9"
"OC(=O)C1=C(O)C=CC(I)=C1","-","26","2-HYDROXY-5-IODO-BENZOIC ACID","-","Koerner","A3183","-","465","5","2.619","Log unit","O=C(O)c1cc(I)ccc1O","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","119-30-2"
"CC(=O)CCC(O)=O","-","48","LEVULINIC ACID","-","Koerner","A3183","-","467","6","4.64","Log unit","O=C(O)CCC(=O)C","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","123-76-2"
"OC(=O)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O","-","27","2,4,6-TRINITROBENZOIC ACID","-","Koerner","A3183","-","465","5","0.654","Log unit","O=C(O)c1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])[N+](=O)[O-]","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","129-66-8"
"OC(=O)CF","-","51","FLUOROACETIC ACID","-","Koerner","A3183","-","467","6","2.586","Log unit","O=C(O)CF","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","144-49-0"
"OC(=O)C1=CC=CC(O)=C1O","-","30","2,3-DIHYDROXYBENZOIC ACID","-","Koerner","A3183","-","465","5","2.914","Log unit","O=C(O)c1c(O)c(ccc1)O","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","303-38-8"
"OC(=O)C1=C(O)C=CC(Cl)=C1","-","32","5-CHLOROSALICYLIC ACID","-","Koerner","A3183","-","465","5","2.65","Log unit","O=C(O)c1cc(Cl)ccc1O","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","321-14-2"
"OC(=O)CC#N","-","58","CYANOACETIC ACID","-","Koerner","A3183","-","467","6","2.45","Log unit","O=C(O)CC#N","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","372-09-8"
"OC(=O)C1=C(F)C=CC=C1","-","33","2-FLUOROBENZOIC ACID","-","Koerner","A3183","-","465","5","3.27","Log unit","O=C(O)c1c(F)cccc1","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","445-29-4"
"NC(=O)NCC(O)=O","-","62","N-(AMINOCARBONYL)GLYCINE","-","Koerner","A3183","-","467","6","3.889","Log unit","O=C(O)CNC(=O)N","aliph. carboxylic acid","15.0","?C","","","-","","-","","-","462-60-2"
"OC(=O)C1(O)C2=C(C=CC=C2)C2=C1C=CC=C2","-","63","FLURENOL","-","Koerner","A3183","-","467","6","1.09","Log unit","O=C(O)C1(O)c2c(cccc2)c2c1cccc2","aliph. carboxylic acid","","-","","","-","","-","","-","467-69-6"
"OCCC(O)=O","-","67","Hydracrylic Acid","-","Koerner","A3183","-","467","6","4.51","Log unit","O=C(O)CCO","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","503-66-2"
"CC(C(O)=O)C(O)=O","-","69","METHYL MALONIC ACID","-","Koerner","A3183","-","467","6","3.12","Log unit","O=C(O)C(C)C(=O)O","aliph. carboxylic acid","20.0","?C","","","-","","-","","-","516-05-2"
"CC(=O)C1=C(C=CC=C1)C(O)=O","-","36","O-ACETYLBENZOIC ACID","-","Koerner","A3183","-","465","5","4.126","Log unit","O=C(O)c1c(cccc1)C(=O)C","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","577-56-0"
"OC(=O)CC1=CC2=C(C=CC=C2)C=C1","-","71","2-NAPHTHALENEACETIC ACID","-","Koerner","A3183","-","467","6","4.25","Log unit","O=C(O)Cc1cc2c(cc1)cccc2","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","581-96-4"
"CCC(C)(C)C(O)=O","-","76","2,2-DIMETHYL BUTYRIC ACID","-","Koerner","A3183","-","467","6","5.03","Log unit","O=C(O)C(CC)(C)C","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","595-37-9"
"CCC(C(O)=O)C(O)=O","-","79","ETHYLMALONIC ACID","-","Koerner","A3183","-","467","6","2.96","Log unit","O=C(O)C(CC)C(=O)O","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","601-75-2"
"OC(=O)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O","-","38","2-HYDROXY-3,5-DINITRO-BENZOIC ACID","-","Koerner","A3183","-","465","5","0.7","Log unit","O=C(O)c1c(c([N+](=O)[O-])cc(c1)[N+](=O)[O-])O","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","609-99-4"
"OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O","-","39","2,4-DINITROBENZOIC ACID","-","Koerner","A3183","-","465","5","1.42","Log unit","O=C(O)c1c([N+](=O)[O-])cc(cc1)[N+](=O)[O-]","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","610-30-0"
"CCCC(C(O)=O)C(O)=O","-","81","PROPYLPROPANEDIOIC ACID","-","Koerner","A3183","-","467","6","2.99","Log unit","O=C(O)C(CCC)C(=O)O","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","616-62-6"
"CC1=CC=CC(C)=C1C(O)=O","-","40","2,6-DIMETHYLBENZOIC ACID","-","Koerner","A3183","-","465","5","3.345","Log unit","O=C(O)c1c(cccc1C)C","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","632-46-2"
"ON(CC(O)=O)C=O","-","85","Hadacidin","-","Koerner","A3183","-","467","6","3.5","Log unit","O=C(O)CN(O)C=O","aliph. carboxylic acid","","-","","","-","","-","","-","689-13-4"
"CC1=C(F)C(F)=C(C(O)=O)C(F)=C1F","-","41","2,3,5,6-TETRAFLUORO-4-METHYL-BENZOIC ACID","-","Koerner","A3183","-","465","5","2.0","Log unit","O=C(O)c1c(c(F)c(c(c1F)F)C)F","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","652-32-4"
"OC(=O)C1=C(C=CC=C1)C1=CC=CC=C1","-","42","[1,1'-BIPHENYL]-2-CARBOXYLIC ACID","-","Koerner","A3183","-","465","5","3.46","Log unit","O=C(O)c1c(cccc1)c1ccccc1","benzoic acid (ortho subs.)","","-","","","-","","-","","-","947-84-2"
"COC1=CC=CC(OC)=C1C(O)=O","-","43","2,6-DIMETHOXYBENZOIC ACID","-","Koerner","A3183","-","465","5","3.44","Log unit","O=C(O)c1c(OC)cccc1OC","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","1466-76-8"
"COC1=C(OC)C(=CC=C1)C(O)=O","-","44","2,3-DIMETHOXYBENZOIC ACID","-","Koerner","A3183","-","465","5","3.98","Log unit","O=C(O)c1c(OC)c(ccc1)OC","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","1521-38-6"
"OC(=O)C1CC1","-","88","CYCLOPROPANECARBOXYLIC ACID","-","Koerner","A3183","-","467","6","4.83","Log unit","O=C(O)C1CC1","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","1759-53-1"
"OC(=O)COC1=C(C=CC=C1)[N+]([O-])=O","-","100","o-Nitrophenoxyacetic Acid","-","Koerner","A3183","-","468","6","2.9","Log unit","O=C(O)COc1c([N+](=O)[O-])cccc1","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","1878-87-1"
"CC(C)C1=C(C=CC=C1)C(O)=O","-","47","O-ISOPROPYLBENZOIC ACID","-","Koerner","A3183","-","465","5","3.63","Log unit","O=C(O)c1c(cccc1)C(C)C","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","2438-04-2"
"OC(=O)C1=C(Cl)C=CC(=C1)[N+]([O-])=O","-","48","2-CHLORO-5-NITROBENZOIC ACID","-","Koerner","A3183","-","465","5","2.17","Log unit","O=C(O)c1cc([N+](=O)[O-])ccc1Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","2516-96-3"
"OC(=O)COC1=CC=CC2=C1C=CC=C2","-","112","(1-NAPHTHALENYLOXY)-ACETIC ACID","-","Koerner","A3183","-","468","6","3.2","Log unit","O=C(O)COc1c2c(ccc1)cccc2","aliph. carboxylic acid","","-","","","-","","-","","-","2976-75-2"
"OC(=O)C1=CC=CC(OC2=CC=CC=C2)=C1","-","43","M-PHENOXYBENZOIC ACID","-","Koerner","A3183","-","464","4","3.92","Log unit","O=C(O)c1cc(Oc2ccccc2)ccc1","benzoic acid (meta/para subs.)","","-","","","-","","-","","-","3739-38-6"
"OC(=O)C1=CC=CC(=C1Cl)[N+]([O-])=O","-","49","2-CHLORO-3-NITROBENZOIC ACID","-","Koerner","A3183","-","465","5","2.02","Log unit","O=C(O)c1c(c([N+](=O)[O-])ccc1)Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","3970-35-2"
"OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=CC=C1","-","50","N-Phenylphthalamic acid","-","Koerner","A3183","-","465","5","2.5","Log unit","O=C(O)c1c(C(=O)Nc2ccccc2)cccc1","benzoic acid (ortho subs.)","","-","","","-","","-","","-","4727-29-1"
"OC(=O)CC1CCCCC1","-","114","CYCLOHEXYLACETIC ACID","-","Koerner","A3183","-","468","6","4.8","Log unit","O=C(O)Cc1ccccc1","aliph. carboxylic acid","","-","","","-","","-","","-","5292-21-7"
"OC(=O)C1=C(C=CC=C1Cl)[N+]([O-])=O","-","51","2-CHLORO-6-NITRO-BENZOIC ACID","-","Koerner","A3183","-","465","5","1.34","Log unit","O=C(O)c1c([N+](=O)[O-])cccc1Cl","benzoic acid (ortho subs.)","25.0","?C","","","-","","-","","-","5344-49-0"
"CCCOC1=CC=C(C=C1)C(O)=O","-","45","4-PROPOXYBENZOIC ACID","-","Koerner","A3183","-","464","4","4.46","Log unit","O=C(O)c1ccc(OCCC)cc1","benzoic acid (meta/para subs.)","20.0","?C","","","-","","-","","-","5438-19-7"
"NC(=O)CNC1=C(C=CC=C1)C(O)=O","-","53","2-[(ACETYLAMINO)AMINO]-BENZOIC ACID","-","Koerner","A3183","-","465","5","4.2","Log unit","O=C(O)c1c(NCC(=O)N)cccc1","benzoic acid (ortho subs.)","","-","","","-","","-","","-","25784-02-5"
"CCC1=CC=C(CC(O)=O)C=C1","-","117","4-ETHYL-BENZENEACETIC ACID","-","Koerner","A3183","-","468","6","4.37","Log unit","O=C(O)Cc1ccc(cc1)CC","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","14387-10-1"
"OC(=O)CCOC1=CC=CC2=C1C=CC=C2","-","121","3-(1-NAPHTHALENYLOXY)-PROPANOIC ACID","-","Koerner","A3183","-","468","6","4.0","Log unit","O=C(O)CCOc1c2c(ccc1)cccc2","aliph. carboxylic acid","","-","","","-","","-","","-","16563-41-0"
"OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1","-","122","FENTIAZAC","-","Koerner","A3183","-","468","6","3.6","Log unit","O=C(O)Cc1c(c2ccc(Cl)cc2)nc(s1)c1ccccc1","aliph. carboxylic acid","","-","","","-","","-","","-","18046-21-4"
"OC(=O)CC1=C(I)C=CC=C1","-","123","2-IODO-BENZENEACETIC ACID","-","Koerner","A3183","-","468","6","4.04","Log unit","O=C(O)Cc1c(I)cccc1","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","18698-96-9"
"CC1=CC=CC(Cl)=C1C(O)=O","-","52","2-CHLORO-6-METHYL-BENZOIC ACID","-","Koerner","A3183","-","465","5","2.75","Log unit","O=C(O)c1c(Cl)cccc1C","benzoic acid (ortho subs.)","20.0","?C","","","-","","-","","-","21327-86-6"
"CC(C)(C)C1=CC=C(CC(O)=O)C=C1","-","129","4-(1,1-DIMETHYLETHYL)-BENZENEACETIC ACID","-","Koerner","A3183","-","468","6","4.42","Log unit","O=C(O)Cc1ccc(cc1)C(C)(C)C","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","32857-63-9"
"OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1","-","134","Lonazolac","-","Koerner","A3183","-","468","6","4.3","Log unit","O=C(O)Cc1c(c2ccc(Cl)cc2)nn(c1)c1ccccc1","aliph. carboxylic acid","","-","","","-","","-","","-","53808-88-1"
"OC(=O)COC1=CC(=C(Cl)C=C1)[N+]([O-])=O","-","141","4-chloro-3-nitro-phenoxyacetic acid","-","Koerner","A3183","-","468","6","2.96","Log unit","O=C(O)COc1ccc(c([N+](=O)[O-])c1)Cl","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","89894-13-3"
"OC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1","-","142","TRINEXAPAC","-","Koerner","A3183","-","468","6","5.32","Log unit","O=C(O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1","aliph. carboxylic acid","","-","","","-","","-","","-","104273-73-6"
"O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC(O)=C(O)C=C2)[C@@H]1O)C(O)=O","-","55","Chlorogenic Acid","-","Koerner","A3183","-","467","6","2.66","Log unit","O=C(O)[C@@]1(CC(C(C(O=C(O)C=Cc2cc(c(cc2)O)O)C1)O)O)O","aliph. carboxylic acid","27.0","?C","","","-","","-","","-","327-97-9"
"NCC(=O)NC1=CC=C(C=C1)C(O)=O","-","46","4-[(ACETYLAMINO)AMINO]-BENZOIC ACID","-","Koerner","A3183","-","464","4","4.2","Log unit","O=C(O)c1ccc(NC(=O)CN)cc1","benzoic acid (meta/para subs.)","","-","","","-","","-","","-","7496-53-9"
"OC(=O)CC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1CS2","-","136","TIOPINAC","-","Koerner","A3183","-","468","6","3.71","Log unit","O=C(O)Cc1cc2SCc3c(C(=O)c2cc1)cccc3","aliph. carboxylic acid","","-","","","-","","-","","-","55863-26-8"
"C[C@H](O)C(O)=O","-","1","Lactic acid","-","Koerner","A3183","-","466","6","3.86","Log unit","O=C(O)C(O)C","aliph. carboxylic acid","20.0","?C","","","-","","-","","-","50-21-5"
"CC[C@@H](C)C(O)=O","-","43","2-METHYL-BUTANOIC ACID","-","Koerner","A3183","-","467","6","4.81","Log unit","O=C(O)C(CC)C","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","116-53-0"
"C[C@@H](O)CC(O)=O","-","52","b-Hydroxybutyric Acid","-","Koerner","A3183","-","467","6","4.41","Log unit","O=C(O)CC(O)C","aliph. carboxylic acid","22.0","?C","","","-","","-","","-","300-85-6"
"CC1=CC(=O)OC2=C1C=CC(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C2","-","143","4-Methyl-umbelliferyl b-D-glucuronide","-","Koerner","A3183","-","468","6","2.82","Log unit","O=C(O)C1OC(Oc2cc3O=C(O)cc(c3cc2)C)C(O)C(O)C1O","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","-"
"C[C@H](Cl)C(O)=O","-","77","2-CHLOROPROPIONIC ACID","-","Koerner","A3183","-","467","6","2.8","Log unit","O=C(O)C(Cl)C","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","598-78-7"
"O[C@H](C(O)=O)C1=CC=CC=C1","-","27","A-HYDROXYPHENYLACETIC ACID","-","Koerner","A3183","-","466","6","3.41","Log unit","O=C(O)C(O)c1ccccc1","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","90-64-2"
"CCC[C@H](O)C(O)=O","-","82","2-hydroxy-pentanoic acid","-","Koerner","A3183","-","467","6","3.89","Log unit","O=C(O)C(O)CCC","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","617-31-2"
"C[C@@](O)(C(O)=O)C1=CC=CC=C1","-","68","ALPHA-HYDROXY-ALPHA-METHYL BENZENEACETIC ACID","-","Koerner","A3183","-","467","6","3.53","Log unit","O=C(O)[C@@](O)(C)c1ccccc1","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","515-30-0"
"CCC[C@@H](C)C(O)=O","-","34","PENTANOIC ACID, 2-METHYL-","-","Koerner","A3183","-","466","6","4.79","Log unit","O=C(O)C(CCC)C","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","97-61-0"
"CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O","-","4","Benzylpenicillin","-","Koerner","A3183","-","466","6","2.74","Log unit","O=C(O)C1N2C(SC1(C)C)C(C2=O)NC(=O)Cc1ccccc1","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","61-33-6"
"COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@H](N2C1=O)C(O)=O","-","5","Methicillin","-","Koerner","A3183","-","466","6","2.77","Log unit","O=C(O)C1N2C(SC1(C)C)C(C2=O)NC(=O)c1c(cccc1OC)OC","aliph. carboxylic acid","","-","","","-","","-","","-","61-32-5"
"C[C@H](CCC(O)=O)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]12C","-","21","cholic acid","-","Koerner","A3183","-","466","6","4.98","Log unit","O=C(O)CCC(C1[C@@]2(C(O)CC3C(C2CC1)C(CC1[C@@]3(CCC(C1)O)C)O)C)C","aliph. carboxylic acid","20.0","?C","","","-","","-","","-","81-25-4"
"C[C@H](OC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O","-","29","Silvex","-","Koerner","A3183","-","466","6","2.84","Log unit","O=C(O)C(Oc1cc(c(Cl)cc1Cl)Cl)C","aliph. carboxylic acid","","-","","","-","","-","","-","93-72-1"
"C[C@H](OC1=C(Cl)C=C(Cl)C=C1)C(O)=O","-","45","2-(2,4-DICHLOROPHENOXY)PROPANOIC ACID","-","Koerner","A3183","-","467","6","3.1","Log unit","O=C(O)C(Oc1c(Cl)cc(cc1)Cl)C","aliph. carboxylic acid","","-","","","-","","-","","-","120-36-5"
"OC[C@H](O)C(O)=O","-","64","Glyceric Acid","-","Koerner","A3183","-","467","6","3.55","Log unit","O=C(O)C(O)CO","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","473-81-4"
"OC(=O)CCCCC[C@@H]1NC(=O)CS1","-","70","Mycobacidin","-","Koerner","A3183","-","467","6","5.1","Log unit","O=C(O)CCCCCC1SCC(=O)N1","aliph. carboxylic acid","","-","","","-","","-","","-","539-35-5"
"C[C@H](Br)C(O)=O","-","78","A-BROMOPROPIONIC ACID","-","Koerner","A3183","-","467","6","2.97","Log unit","O=C(O)C(Br)C","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","598-72-1"
"COC1=CC=C(C=C1)[C@@H](O)C(O)=O","-","116","BENZENEACETIC ACID, _-HYDROXY-4-METHOXY-","-","Koerner","A3183","-","468","6","3.42","Log unit","O=C(O)C(c1ccc(OC)cc1)O","aliph. carboxylic acid","25.0","?C","","","-","","-","","-","10502-44-0"
"C[C@H](OC1=C(C)C=C(Cl)C=C1)C(O)=O","-","120","Mecoprop-P","-","Koerner","A3183","-","468","6","3.68","Log unit","O=C(O)C(Oc1c(cc(Cl)cc1)C)C","aliph. carboxylic acid","20.0","?C","","","-","","-","","-","16484-77-8"
"CCC[C@@H](CC)C(O)=O","-","124","2-ETHYLPENTANOIC ACID","-","Koerner","A3183","-","468","6","4.71","Log unit","O=C(O)C(CCC)CC","aliph. carboxylic acid","18.0","?C","","","-","","-","","-","20225-24-5"
"C[C@@H](C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1","-","128","fenoprofen","-","Koerner","A3183","-","468","6","4.5","Log unit","O=C(O)C(c1cc(Oc2ccccc2)ccc1)C","aliph. carboxylic acid","","-","","","-","","-","","-","31879-05-7"
"CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C\C1=CC=C(C=C1)[S@](C)=O","-","131","Sulindac","-","Koerner","A3183","-","468","6","4.7","Log unit","O=C(O)CC1=C(C(=Cc2ccc(cc2)S(=O)C)c2c1cc(F)cc2)C","aliph. carboxylic acid","","-","","","-","","-","","-","38194-50-2"
"C[C@@H](C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1","-","132","Suprofen","-","Koerner","A3183","-","468","6","3.91","Log unit","O=C(O)C(c1ccc(C(=O)c2sccc2)cc1)C","aliph. carboxylic acid","","-","","","-","","-","","-","40828-46-4"
"C[C@H](OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C(O)=O","-","133","DICLOFOP","-","Koerner","A3183","-","468","6","3.43","Log unit","O=C(O)C(Oc1ccc(Oc2c(Cl)cc(cc2)Cl)cc1)C","aliph. carboxylic acid","","-","","","-","","-","","-","40843-25-2"
"C[C@H](OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O","-","139","HALOXYFOP","-","Koerner","A3183","-","468","6","2.9","Log unit","O=C(O)C(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C","aliph. carboxylic acid","","-","","","-","","-","","-","69806-34-4"
"OC(=O)C1=CC=C(C=C1)C#N","-","35","p-Cyanobenzoic acid","-","Koerner","A3183","-","464","4","3.55","Log unit","O=C(O)c1ccc(C#N)cc1","benzoic acid (meta/para subs.)","20.0","?C","","","-","","-","","-","619-65-8"
"OC(=O)C1=CC=CC(=C1)[N+]([O-])=O","-","18","m-Nitrobenzoic acid","-","Koerner","A3183","-","464","4","3.46","Log unit","O=C(O)c1cc([N+](=O)[O-])ccc1","benzoic acid (meta/para subs.)","25.0","?C","","","-","","-","","-","121-92-6"
"COC1=CC=CC(OCC(O)=O)=C1","-","197","{[3-(methyloxy)phenyl]oxy}acetic acid","-","Koerner","A8743","19630371","-","-","3.14","Log unit","OC(=O)COc1cc(OC)ccc1","","","-","2","3.4131","Log unit","","-","","-","2088-24-6"
"NC1=CC=C(C=C1)C(O)=O","-","21","4-Aminobenzoic acid","-","Koerner","A3183","-","464","4","4.85","Log unit","O=C(O)c1ccc(N)cc1","benzoic acid (meta/para subs.)","25.0","?C","","","-","","-","","-","150-13-0"
