"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","IC group given","Temperature","UNIT {Temperature}","CASRN"
"OC(=O)C1=CC=CC(F)=C1","3-FLUOROBENZOICACID","-","A3555","12767145","-","-","3.87","Log unit","3.87","Log unit","OC(=O)c1cc(ccc1)F","3.79","Log unit","0","3.7578","Log unit","","","-","-"
"OC1=CC=CC(F)=C1","3-fluorophenol","-","A3555","12767145","-","-","9.29","Log unit","9.29","Log unit","Oc1cc(ccc1)F","9.25","Log unit","0","8.5682","Log unit","","","-","-"
"OC(=O)COC1=CC=CC(F)=C1","3-FLUOROPHENOXYACETICACID","-","A3555","12767145","-","-","3.08","Log unit","3.08","Log unit","OC(=O)COc1cc(ccc1)F","3.19","Log unit","0","3.1243","Log unit","","","-","-"
"CC\C=C\CC(O)=O","3-HEXENOICACID","-","A3555","12767145","-","-","4.72","Log unit","4.72","Log unit","OC(=O)CC=CCC","4.7","Log unit","0","4.9276","Log unit","","","-","-"
"COC1=CC=C(C=O)C=C1O","3-hydroxy-4-methoxybenzaldehyde","-","A3555","12767145","-","-","8.89","Log unit","8.89","Log unit","Oc1cc(ccc1OC)C=O","8.88","Log unit","0","9.3925","Log unit","","","-","-"
"OC1=CC=CC(C=O)=C1","3-hydroxybenzaldehyde","-","A3555","12767145","-","-","9.0","Log unit","9.0","Log unit","Oc1cc(ccc1)C=O","9.22","Log unit","0","8.945","Log unit","","","-","-"
"OC(=O)C1=CC=CC(O)=C1","3-HYDROXYBENZOICACID","-","A3555","12767145","-","-","4.08","Log unit","4.08","Log unit","OC(=O)c1cc(ccc1)O","3.99","Log unit","0","3.8446","Log unit","","","-","-"
"CC1=CC=CC(O)=C1","3-hydroxytoluene","-","A3555","12767145","-","-","10.1","Log unit","10.1","Log unit","Oc1cc(ccc1)C","9.99","Log unit","0","10.1343","Log unit","","","-","-"
"OC(=O)C1=CC(I)=CC=C1","3-IODOBENZOICACID","-","A3555","12767145","-","-","3.86","Log unit","3.86","Log unit","OC(=O)c1cccc(c1)I","3.79","Log unit","0","3.9433","Log unit","","","-","-"
"OC1=CC(I)=CC=C1","3-iodophenol","-","A3555","12767145","-","-","8.88","Log unit","8.88","Log unit","Oc1cc(ccc1)I","8.93","Log unit","0","8.8989","Log unit","","","-","-"
"OC(=O)COC1=CC=CC(I)=C1","3-IODOPHENOXYACETICACID","-","A3555","12767145","-","-","3.13","Log unit","3.13","Log unit","OC(=O)COc1cccc(c1)I","3.19","Log unit","0","2.6335","Log unit","","","-","-"
"OC(=O)CC1=CC=CC(I)=C1","3-IODOPHENYLACETICACID","-","A3555","12767145","-","-","4.16","Log unit","4.16","Log unit","OC(=O)Cc1cccc(c1)I","4.18","Log unit","0","3.2004","Log unit","","","-","-"
"OC(=O)CCI","3-IODOPROPANOICACID","-","A3555","12767145","-","-","4.08","Log unit","4.08","Log unit","OC(=O)CCI","3.88","Log unit","0","3.5424","Log unit","","","-","-"
"CC(C)C(CC(O)=O)CC(O)=O","3-ISOPROPYLPENTANEDIOICACID","-","A3555","12767145","-","-","4.3","Log unit","4.3","Log unit","OC(=O)CC(CC(=O)O)C(C)C","4.15","Log unit","0","4.1464","Log unit","","","-","-"
"COC1=CC(=CC=C1)C(O)=O","3-METHOXYBENZOICACID","-","A3555","12767145","-","-","4.08","Log unit","4.08","Log unit","OC(=O)c1cc(ccc1)OC","3.93","Log unit","0","3.8395","Log unit","","","-","-"
"COC1=CC(O)=CC=C1","3-Methoxyphenol","-","A3555","12767145","-","-","9.65","Log unit","9.65","Log unit","Oc1cccc(c1)OC","9.61","Log unit","0","9.4913","Log unit","","","-","-"
"CC(C)=CC(O)=O","3-METHYL-2-BUTENOICACID","-","A3555","12767145","-","-","5.12","Log unit","5.12","Log unit","OC(=O)C=C(C)C","4.54","Log unit","0","5.0217","Log unit","","","-","-"
"CC1=CC=CC(=C1)C(O)=O","3-METHYLBENZOICACID","-","A3555","12767145","-","-","4.27","Log unit","4.27","Log unit","OC(=O)c1cccc(c1)C","4.28","Log unit","0","4.0765","Log unit","","","-","-"
"C[C@@H]1CCCC(CC(O)=O)(CC(O)=O)C1","3-METHYLCYCLOHEXYL-1,1-DIACETICACID","-","A3555","12767145","-","-","3.49","Log unit","3.49","Log unit","OC(=O)CC1(CC(CCC1)C)CC(=O)O","3.98","Log unit","0","4.2145","Log unit","","","-","-"
"C[C@H]1CCC(CC(O)=O)(CC(O)=O)C1","3-METHYLCYCLOPENTYL-1,1-DIACETICACID","-","A3555","12767145","-","-","3.79","Log unit","3.79","Log unit","OC(=O)CC1(CC(CC1)C)CC(=O)O","4.06","Log unit","0","4.1377","Log unit","","","-","-"
"CC(CC(O)=O)CC(O)=O","3-METHYLGLUTARICACID","-","A3555","12767145","-","-","4.24","Log unit","4.24","Log unit","OC(=O)CC(CC(=O)O)C","4.14","Log unit","0","3.9136","Log unit","","","-","-"
"CC(C(C)=O)C(C)=O","3-Methylpentane-2,4-dione","-","A3555","12767145","-","-","10.87","Log unit","10.87","Log unit","C(C)(C(=O)C)C(=O)C","9.54","Log unit","1","10.1326","Log unit","","","-","-"
"CC[C@@H](C)CC(O)=O","3-METHYLPENTANOICACID","-","A3555","12767145","-","-","4.77","Log unit","4.77","Log unit","OC(=O)CC(CC)C","4.97","Log unit","0","5.0865","Log unit","","","-","-"
"CS(=O)(=O)C1=CC(=CC=C1)C(O)=O","3-METHYLSULFONYLBENZOICACID","-","A3555","12767145","-","-","3.52","Log unit","3.52","Log unit","OC(=O)c1cc(ccc1)S(=O)(=O)C","3.63","Log unit","0","3.7717","Log unit","","","-","-"
"CS(=O)(=O)C1=CC(O)=CC=C1","3-METHYLSULFONYLPHENOL","-","A3555","12767145","-","-","9.33","Log unit","9.33","Log unit","Oc1cc(ccc1)S(=O)(=O)C","9.42","Log unit","0","8.4267","Log unit","","","-","-"
"OC(=O)C1=CC=CC(=C1)N(=O)=O","3-Nitrobenzoicacid","-","A3555","12767145","-","-","3.46","Log unit","3.46","Log unit","OC(=O)c1cc(ccc1)N(=O)=O","3.59","Log unit","0","3.693","Log unit","","","-","-"
"OC(=O)\C=C\C1=CC(=CC=C1)N(=O)=O","3-NITROCINNAMICACID","-","A3555","12767145","-","-","4.12","Log unit","4.12","Log unit","OC(=O)C=Cc1cccc(c1)N(=O)=O","4.06","Log unit","0","3.1424","Log unit","","","-","-"
"OC1=CC(=CC=C1)N(=O)=O","3-nitrophenol","-","A3555","12767145","-","-","8.36","Log unit","8.36","Log unit","Oc1cc(ccc1)N(=O)=O","8.34","Log unit","0","8.2712","Log unit","","","-","-"
"OC(=O)CC1=CC(=CC=C1)N(=O)=O","3-NITROPHENYLACETICACID","-","A3555","12767145","-","-","3.97","Log unit","3.97","Log unit","OC(=O)Cc1cc(ccc1)N(=O)=O","4.1","Log unit","0","3.0681","Log unit","","","-","-"
"C\C=C\CC(O)=O","3-PENTENOICACID","-","A3555","12767145","-","-","4.52","Log unit","4.52","Log unit","OC(=O)CC=CC","4.78","Log unit","0","4.8332","Log unit","","","-","-"
"OC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1","3-PHENOXYBENZOICACID","-","A3555","12767145","-","-","3.95","Log unit","3.95","Log unit","OC(=O)c1cccc(c1)Oc1ccccc1","3.66","Log unit","0","3.8236","Log unit","","","-","-"
"O[C@H](CC(O)=O)C1=CC=CC=C1","3-PHENYL-3-HYDROXYPROPANOICACID","-","A3555","12767145","-","-","4.4","Log unit","4.4","Log unit","OC(=O)CC(c1ccccc1)O","4.44","Log unit","0","4.3705","Log unit","","","-","-"
"OC1=CC(=CC=C1)C1=CC=CC=C1","3-PHENYLPHENOL","-","A3555","12767145","-","-","9.63","Log unit","9.63","Log unit","Oc1cc(ccc1)c1ccccc1","9.68","Log unit","0","9.8295","Log unit","","","-","-"
"NS(=O)(=O)C1=CC=CC(=C1)C(O)=O","3-SULFAMYLBENZOICACID","-","A3555","12767145","-","-","3.54","Log unit","3.54","Log unit","OC(=O)c1cccc(c1)S(=O)(=O)N","3.59","Log unit","0","3.7464","Log unit","","","-","-"
"OC1=CC=CC(=C1)S(O)(=O)=O","3-SULFOPHENOL2","-","A3555","12767145","-","-","9.07","Log unit","9.07","Log unit","Oc1cc(ccc1)S(=O)(=O)O","9.05","Log unit","0","9.006","Log unit","","","-","-"
"CC(C)(C)C1=CC=CC(=C1)C(O)=O","3-T-BUTYLBENZOICACID","-","A3555","12767145","-","-","4.2","Log unit","4.2","Log unit","OC(=O)c1cccc(c1)C(C)(C)C","4.4","Log unit","0","4.0615","Log unit","","","-","-"
"OC(=O)C1=CSC=C1","3-THIOPHENECARBOXYLICACID","-","A3555","12767145","-","-","4.1","Log unit","4.1","Log unit","OC(=O)c1cscc1","3.86","Log unit","0","3.5569","Log unit","","","-","-"
"OC1=CC(=CC=C1)C(F)(F)F","3-Trifluoromethylphenol","-","A3555","12767145","-","-","8.95","Log unit","8.95","Log unit","Oc1cccc(c1)C(F)(F)F","8.97","Log unit","0","9.0984","Log unit","","","-","-"
"CC(=O)C1=CC=C(O)C=C1","4'-Hydroxyacetophenone","-","A3555","12767145","-","-","8.05","Log unit","8.05","Log unit","Oc1ccc(cc1)C(=O)C","7.93","Log unit","0","7.7876","Log unit","","","-","-"
"COC1=CC=C(OCC(O)=O)C=C1","4'-METHOXYPHENOXYACETICACID","-","A3555","12767145","-","-","3.21","Log unit","3.21","Log unit","OC(=O)COc1ccc(cc1)OC","3.19","Log unit","0","3.4001","Log unit","","","-","-"
"COC1=CC=C(CC(O)=O)C=C1","4'-METHOXYPHENYLACETICACID","-","A3555","12767145","-","-","4.36","Log unit","4.36","Log unit","OC(=O)Cc1ccc(cc1)OC","4.38","Log unit","0","4.116","Log unit","","","-","-"
"N[C@H](CC(F)(F)F)C(O)=O","4,4,4-TRIFLUORO-2-AMINOBUTANOICACID1","-","A3555","12767145","-","-","1.6","Log unit","1.6","Log unit","OC(=O)C(CC(F)(F)F)N","1.29","Log unit","0","1.3758","Log unit","","","-","-"
"N[C@@H](CC(O)=O)C(F)(F)F","4,4,4-TRIFLUORO-3-AMINOBUTANOICACID1","-","A3555","12767145","-","-","2.76","Log unit","2.76","Log unit","OC(=O)CC(C(F)(F)F)N","2.52","Log unit","0","2.97","Log unit","","","-","-"
"OC(=O)CCC(F)(F)F","4,4,4-TRIFLUOROBUTANOICACID","-","A3555","12767145","-","-","3.35","Log unit","3.35","Log unit","OC(=O)CCC(F)(F)F","3.84","Log unit","0","3.4144","Log unit","","","-","-"
"OC(=O)\C=C\C(F)(F)F","4,4,4-TRIFLUOROCROTONICACID","-","A3555","12767145","-","-","3.15","Log unit","3.15","Log unit","OC(=O)C=CC(F)(F)F","3.42","Log unit","0","3.4005","Log unit","","","-","-"
"OC(=O)\C=C\C(F)(F)C(F)(F)C(F)(F)F","4,4,5,5,6,6,6-HEPTAFLUORO-2-HEXENOICACID","-","A3555","12767145","-","-","3.23","Log unit","3.23","Log unit","OC(=O)C=CC(F)(F)C(F)(C(F)(F)F)F","3.37","Log unit","0","2.7587","Log unit","","","-","-"
"OC(=O)CCC(F)(F)C(F)(F)C(F)(F)F","4,4,5,5,6,6,6-HEPTAFLUOROHEXANOICACID","-","A3555","12767145","-","-","4.18","Log unit","4.18","Log unit","OC(=O)CCC(F)(F)C(F)(C(F)(F)F)F","3.79","Log unit","0","2.7067","Log unit","","","-","-"
"OC(=O)CC1=CC=C(Br)C=C1","4-(BROMOPHENYL)ACETICACID","-","A3555","12767145","-","-","4.19","Log unit","4.19","Log unit","OC(=O)Cc1ccc(cc1)Br","4.38","Log unit","0","3.2024","Log unit","","","-","-"
"CSC1=CC=C(O)C=C1","4-(S-METHYLTHIO)PHENOL","-","A3555","12767145","-","-","9.53","Log unit","9.53","Log unit","Oc1ccc(cc1)SC","9.48","Log unit","0","9.4175","Log unit","","","-","-"
"CC(=O)NC1=CC=C(C=C1)C(O)=O","4-ACETAMIDOBENZOICACID","-","A3555","12767145","-","-","4.28","Log unit","4.28","Log unit","OC(=O)c1ccc(NC(=O)C)cc1","4.16","Log unit","0","4.1611","Log unit","","","-","-"
"CC(=O)OC1=CC=C(C=C1)C(O)=O","4-ACETOXYBENZOICACID","-","A3555","12767145","-","-","4.38","Log unit","4.38","Log unit","OC(=O)c1ccc(OC(=O)C)cc1","4.25","Log unit","0","4.2409","Log unit","","","-","-"
"CC(=O)C1=CC=C(C=C1)C(O)=O","4-ACETYLBENZOICACID","-","A3555","12767145","-","-","3.7","Log unit","3.7","Log unit","OC(=O)c1ccc(C(=O)C)cc1","3.84","Log unit","0","3.7816","Log unit","","","-","-"
"NC1=CC=C(C2=C1C=CC=C2)S(O)(=O)=O","4-AMINO-1-NAPHTHALENESULFONICACID","-","A3555","12767145","-","666","2.81","Log unit","2.81","Log unit","Nc1ccc(c2ccccc12)S(=O)(=O)O","2.91","Log unit","11","2.6829","Log unit","","","-","-"
"CC1=CC(N)=C(C)C=C1O","4-AMINO-2,5-DIMETHYLPHENOL1","-","A3555","12767145","-","-","10.4","Log unit","10.4","Log unit","Oc1cc(c(cc1C)N)C","10.19","Log unit","0","10.8424","Log unit","","","-","-"
"NC1=CC(=CC2=C1C=CC=C2)C(O)=O","4-AMINO-2-NAPHTHOICACID1","-","A3555","12767145","-","-","4.46","Log unit","4.46","Log unit","OC(=O)c1cc2ccccc2c(c1)N","4.35","Log unit","0","4.7082","Log unit","","","-","-"
"CC1=C(N)C=CC(=C1)S(O)(=O)=O","4-AMINO-3-METHYLBENZENESULFONICACID","-","A3555","12767145","-","-","3.12","Log unit","3.12","Log unit","Nc1ccc(S(=O)(=O)O)cc1C","3.22","Log unit","11","2.8082","Log unit","","","-","-"
"NC1=CC=C(C=C1)S(O)(=O)=O","4-AMINOBENZENESULFONICACID","-","A3555","12767145","-","-","3.23","Log unit","3.23","Log unit","Nc1ccc(cc1)S(=O)(=O)O","3.16","Log unit","8","2.9158","Log unit","","","-","-"
"NC1=CC=C(C=C1)C(O)=O","4-AMINOBENZOICACID1","-","A3555","12767145","-","","4.85","Log unit","4.85","Log unit","OC(=O)c1ccc(cc1)N","4.04","Log unit","0","4.7699","Log unit","","","-","-"
"NCCCC(O)=O","4-AMINOBUTANOICACID1","-","A3555","12767145","-","-","4.03","Log unit","4.03","Log unit","OC(=O)CCCN","4.1","Log unit","0","4.5279","Log unit","","","-","-"
"C[C@H](N)CCC(O)=O","4-AMINOPENTANOICACID1","-","A3555","12767145","-","-","3.97","Log unit","3.97","Log unit","OC(=O)CCC(C)N","4.11","Log unit","0","4.6258","Log unit","","","-","-"
"NC1=CC=C(C(O)=O)C(O)=C1","4-AMINOSALICYLICACID1","-","A3555","12767145","-","666","1.99","Log unit","1.99","Log unit","Nc1cc(c(cc1)C(=O)O)O","2.61","Log unit","9","2.1883","Log unit","","","-","-"
"OC(=O)C1=CC=C(Br)C=C1","4-BROMOBENZOICACID","-","A3555","12767145","-","-","3.99","Log unit","3.99","Log unit","OC(=O)c1ccc(cc1)Br","4.05","Log unit","0","4.0431","Log unit","","","-","-"
"OC1=CC=C(Br)C=C1","4-bromophenol","-","A3555","12767145","-","-","9.34","Log unit","9.34","Log unit","Oc1ccc(cc1)Br","9.23","Log unit","0","9.0912","Log unit","","","-","-"
"OC(=O)C1=C(C=C(Cl)C=C1)C(O)=O","4-CHLORO-1,2-PHTHALICACID","-","A3555","12767145","-","-","1.6","Log unit","1.6","Log unit","OC(=O)c1c(ccc(c1)Cl)C(=O)O","2.38","Log unit","1","2.8254","Log unit","","","-","-"
"OC1=C(C=C(Cl)C=C1N(=O)=O)N(=O)=O","4-CHLORO-2,6-DINITROPHENOL","-","A3555","12767145","-","-","2.97","Log unit","2.97","Log unit","Oc1c(cc(cc1N(=O)=O)Cl)N(=O)=O","3.34","Log unit","0","3.1505","Log unit","","","-","-"
"OC1=CC=C(Cl)C=C1N(=O)=O","4-chloro-2-nitrophenol","-","A3555","12767145","-","-","6.48","Log unit","6.48","Log unit","Oc1c(cc(cc1)Cl)N(=O)=O","6.42","Log unit","6","5.9009","Log unit","","","-","-"
"CC1=C(Cl)C=CC(O)=C1","4-Chloro-3-methylphenol","-","A3555","12767145","-","-","9.55","Log unit","9.55","Log unit","Oc1ccc(c(C)c1)Cl","9.71","Log unit","0","9.0846","Log unit","","","-","-"
"OC(=O)C1=CC=C(Cl)C=C1","4-CHLOROBENZOICACID","-","A3555","12767145","-","-","3.99","Log unit","3.99","Log unit","OC(=O)c1ccc(cc1)Cl","3.08","Log unit","0","4.0682","Log unit","","","-","-"
"OC(=O)CCCCl","4-CHLOROBUTANOICACID","-","A3555","12767145","-","-","4.5","Log unit","4.5","Log unit","OC(=O)CCCCl","4.44","Log unit","0","4.0448","Log unit","","","-","-"
"OC(=O)\C=C\C1=CC=C(Cl)C=C1","4-CHLOROCINNAMICACID","-","A3555","12767145","-","-","4.41","Log unit","4.41","Log unit","OC(=O)C=Cc1ccc(cc1)Cl","4.06","Log unit","0","3.8193","Log unit","","","-","-"
"OC1=CC=C(Cl)C=C1","4-Chlorophenol","-","A3555","12767145","-","-","9.43","Log unit","9.43","Log unit","Oc1ccc(cc1)Cl","9.5","Log unit","0","8.9636","Log unit","","","-","-"
"C[C@@H](OC1=CC=C(Cl)C=C1)C(O)=O","4-CHLOROPHENOXY-2-METHYLACETICACID","-","A3555","12767145","-","-","3.26","Log unit","3.26","Log unit","OC(=O)C(Oc1ccc(cc1)Cl)C","3.21","Log unit","0","3.2672","Log unit","","","-","-"
"OC(=O)COC1=CC=C(Cl)C=C1","4-CHLOROPHENOXYACETICACID","-","A3555","12767145","-","-","3.1","Log unit","3.1","Log unit","OC(=O)COc1ccc(cc1)Cl","3.19","Log unit","0","3.1395","Log unit","","","-","-"
"OC(=O)CC1=CC=C(Cl)C=C1","4-CHLOROPHENYLACETICACID","-","A3555","12767145","-","-","4.19","Log unit","4.19","Log unit","OC(=O)Cc1ccc(cc1)Cl","4.38","Log unit","0","3.7657","Log unit","","","-","-"
"SC1=CC=C(Cl)C=C1","4-Chlorothiophenol","-","A3555","12767145","-","-","5.9","Log unit","5.9","Log unit","Sc1ccc(cc1)Cl","6.18","Log unit","6","5.4648","Log unit","Thiophenol","","-","-"
"OC(=O)C1=CC=C(C=C1)C#N","4-CYANOBENZOICACID","-","A3555","12767145","-","-","3.55","Log unit","3.55","Log unit","OC(=O)c1ccc(C#N)cc1","3.47","Log unit","0","3.5352","Log unit","","","-","-"
"OC(=O)CCCC#N","4-CYANOBUTANOICACID","-","A3555","12767145","-","-","4.44","Log unit","4.44","Log unit","OC(=O)CCCC#N","4.23","Log unit","0","3.7232","Log unit","","","-","-"
"OC(=O)CCCC1CCCCC1","4-CYCLOHEXYLBUTANOICACID","-","A3555","12767145","-","-","4.95","Log unit","4.95","Log unit","OC(=O)CCCC1CCCCC1","4.8","Log unit","0","5.0541","Log unit","","","-","-"
"CCC1=CC=C(C=C1)C(O)=O","4-ETHYLBENZOICACID","-","A3555","12767145","-","-","4.35","Log unit","4.35","Log unit","OC(=O)c1ccc(cc1)CC","4.37","Log unit","0","4.2494","Log unit","","","-","-"
"CCC1=CC=C(O)C=C1","4-Ethylphenol","-","A3555","12767145","-","-","10.0","Log unit","10.0","Log unit","Oc1ccc(cc1)CC","10.14","Log unit","0","10.3193","Log unit","","","-","-"
"CCC1=CC=C(CC(O)=O)C=C1","4-ETHYLPHENYLACETICACID","-","A3555","12767145","-","-","4.37","Log unit","4.37","Log unit","OC(=O)Cc1ccc(cc1)CC","4.38","Log unit","0","4.7481","Log unit","","","-","-"
"OC(=O)C1=CC=C(F)C=C1","4-FLUOROBENZOICACID","-","A3555","12767145","-","-","4.14","Log unit","4.14","Log unit","OC(=O)c1ccc(cc1)F","4.02","Log unit","0","4.2185","Log unit","","","-","-"
"OC1=CC=C(F)C=C1","4-fluorophenol","-","A3555","12767145","-","-","9.89","Log unit","9.89","Log unit","Oc1ccc(cc1)F","9.75","Log unit","0","9.235","Log unit","","","-","-"
"OC(=O)COC1=CC=C(F)C=C1","4-FLUOROPHENOXYACETICACID","-","A3555","12767145","-","-","3.13","Log unit","3.13","Log unit","OC(=O)COc1ccc(cc1)F","3.19","Log unit","0","3.1169","Log unit","","","-","-"
"OC(=O)CC1=CC=C(F)C=C1","4-FLUOROPHENYLACETICACID","-","A3555","12767145","-","-","4.25","Log unit","4.25","Log unit","OC(=O)Cc1ccc(cc1)F","4.38","Log unit","0","3.7593","Log unit","","","-","-"
"COC1=CC(C=O)=CC=C1O","4-Hydroxy-3-methoxybenzaldehyde","-","A3555","12767145","-","-","7.4","Log unit","7.4","Log unit","Oc1c(cc(cc1)C=O)OC","7.49","Log unit","0","7.8072","Log unit","","","-","-"
"COC1=CC(=CC=C1O)C(O)=O","4-HYDROXY-3-METHOXYBENZOICACID","-","A3555","12767145","-","-","4.36","Log unit","4.36","Log unit","OC(=O)c1cc(c(cc1)O)OC","4.33","Log unit","0","4.1554","Log unit","","","-","-"
"C[C@@H](I)C(O)=O","2-IODOPROPANOICACID","-","A3555","12767145","-","-","3.11","Log unit","3.11","Log unit","OC(=O)C(C)I","3.04","Log unit","0","3.1389","Log unit","","","-","-"
"CC(C)C1=CC=CC=C1C(O)=O","2-ISOPROPYLBENZOICACID","-","A3555","12767145","-","-","3.64","Log unit","3.64","Log unit","OC(=O)c1c(cccc1)C(C)C","3.75","Log unit","0","3.8859","Log unit","","","-","-"
"CC[C@@H](S)C(O)=O","2-MERCAPTOBUTANOICACID","-","A3555","12767145","-","-","3.53","Log unit","3.53","Log unit","OC(=O)C(CC)S","3.75","Log unit","0","4.4899","Log unit","","","-","-"
"OCCS","2-mercaptoethanol","-","A3555","12767145","-","-","9.88","Log unit","9.88","Log unit","SCCO","8.91","Log unit","0","9.9698","Log unit","","","-","-"
"NCCS","2-Mercaptoethylamine","-","A3555","12767145","-","-","8.27","Log unit","8.27","Log unit","SCCN","9.73","Log unit","0","9.4229","Log unit","","","-","-"
"C[C@H](S)C(O)=O","2-MERCAPTOPROPANOICACID","-","A3555","12767145","-","-","4.32","Log unit","4.32","Log unit","OC(=O)C(C)S","3.75","Log unit","0","4.3491","Log unit","","","-","-"
"COC1=CC(CC=C)=CC=C1O","2-Methoxy-4-(2-propenyl)phenol","-","A3555","12767145","-","-","10.0","Log unit","10.0","Log unit","Oc1ccc(cc1OC)CC=C","10.04","Log unit","0","9.9418","Log unit","","","-","-"
"COC1=CC=CC=C1C(O)=O","2-METHOXYBENZOICACID","-","A3555","12767145","-","-","4.09","Log unit","4.09","Log unit","OC(=O)c1c(cccc1)OC","3.94","Log unit","0","3.7271","Log unit","","","-","-"
"COC1=CC=CC=C1O","2-Methoxyphenol","-","A3555","12767145","-","-","9.99","Log unit","9.99","Log unit","Oc1ccccc1OC","9.43","Log unit","0","9.9775","Log unit","","","-","-"
"CC1=C(C(O)=O)C2=C(C=CC=C2)C=C1","2-METHYL-1-NAPHTHOICACID","-","A3555","12767145","-","-","3.11","Log unit","3.11","Log unit","OC(=O)c1c(ccc2ccccc12)C","3.53","Log unit","0","3.5156","Log unit","","","-","-"
"CCC(C)(C)S","2-METHYL-2-BUTANETHIOL","-","A3555","12767145","-","-","11.35","Log unit","11.35","Log unit","SC(CC)(C)C","11.1","Log unit","0","9.9926","Log unit","","","-","-"
"CC(C)(C)S","2-METHYL-2-PROPANETHIOL","-","A3555","12767145","-","-","11.2","Log unit","11.2","Log unit","SC(C)(C)C","11.1","Log unit","0","10.0181","Log unit","","","-","-"
"CC1=C(C=C(C=C1C(O)=O)N(=O)=O)N(=O)=O","2-METHYL-3,5-DINITROBENZOICACID","-","A3555","12767145","-","-","2.97","Log unit","2.97","Log unit","OC(=O)c1c(c(cc(c1)N(=O)=O)N(=O)=O)C","2.53","Log unit","0","3.2232","Log unit","","","-","-"
"CC1=CC=CC(=C1C(O)=O)N(=O)=O","2-METHYL-6-NITROBENZOICACID","-","A3555","12767145","-","-","1.87","Log unit","1.87","Log unit","OC(=O)c1c(cccc1N(=O)=O)C","2.16","Log unit","0","2.2197","Log unit","","","-","-"
"CC1=C(C=CC=C1)C(O)=O","2-METHYLBENZOICACID","-","A3555","12767145","-","-","3.9","Log unit","3.9","Log unit","OC(=O)c1ccccc1C","3.78","Log unit","0","3.958","Log unit","","","-","-"
"CC[C@@H](C)C(O)=O","2-METHYLBUTANOICACID","-","A3555","12767145","-","-","4.76","Log unit","4.76","Log unit","OC(=O)C(CC)C","4.99","Log unit","0","4.9692","Log unit","","","-","-"
"C[C@@H]1CCCCC1(CC(O)=O)CC(O)=O","2-METHYLCYCLOHEXYL-1,1-DIACETICACID","-","A3555","12767145","-","-","3.53","Log unit","3.53","Log unit","OC(=O)CC1(C(CCCC1)C)CC(=O)O","4.07","Log unit","0","4.2144","Log unit","","","-","-"
"CCC[C@@H](C)C(O)=O","2-METHYLPENTANOICACID","-","A3555","12767145","-","-","4.78","Log unit","4.78","Log unit","OC(=O)C(CCC)C","4.99","Log unit","0","5.0455","Log unit","","","-","-"
"CC(C)C(O)=O","2-METHYLPROPANOICACID","-","A3555","12767145","-","-","4.85","Log unit","4.85","Log unit","OC(=O)C(C)C","4.99","Log unit","0","4.8669","Log unit","","","-","-"
"OC(=O)C1=CC2=C(C=CC=C2)C=C1","2-NAPHTHALENECARBOXYLICACID","-","A3555","12767145","-","-","4.16","Log unit","4.16","Log unit","OC(=O)c1cc2ccccc2cc1","3.93","Log unit","0","3.9894","Log unit","","","-","-"
"OC(=O)CC1=CC2=C(C=CC=C2)C=C1","2-NAPHTHYLACETICACID","-","A3555","12767145","-","-","4.26","Log unit","4.26","Log unit","OC(=O)Cc1cc2ccccc2cc1","4.26","Log unit","0","4.7393","Log unit","","","-","-"
"OC(=O)C1=CC=CC=C1N(=O)=O","2-nitrobenzoicacid","-","A3555","12767145","-","-","2.18","Log unit","2.18","Log unit","OC(=O)c1c(cccc1)N(=O)=O","2.6","Log unit","0","2.3191","Log unit","","","-","-"
"OC(=O)\C=C\C1=C(C=CC=C1)N(=O)=O","2-NITROCINNAMICACID","-","A3555","12767145","-","-","4.15","Log unit","4.15","Log unit","OC(=O)C=Cc1ccccc1N(=O)=O","3.79","Log unit","0","3.1775","Log unit","","","-","-"
"OC1=C(C=CC=C1)N(=O)=O","2-nitrophenol","-","A3555","12767145","-","-","7.22","Log unit","7.22","Log unit","Oc1c(cccc1)N(=O)=O","6.7","Log unit","0","6.4275","Log unit","","","-","-"
"OC(=O)CC1=C(C=CC=C1)N(=O)=O","2-NITROPHENYLACETICACID","-","A3555","12767145","-","-","4.0","Log unit","4.0","Log unit","OC(=O)Cc1c(cccc1)N(=O)=O","3.71","Log unit","0","3.0708","Log unit","","","-","-"
"CC(C)N(=O)=O","2-nitropropane","-","A3555","12767145","-","-","8.68","Log unit","8.68","Log unit","C(C)(C)N(=O)=O","8.44","Log unit","0","9.0345","Log unit","","","-","-"
"C[C@H](C(O)=O)N(=O)=O","2-NITROPROPANOICACID","-","A3555","12767145","-","-","2.79","Log unit","2.79","Log unit","OC(=O)C(C)N(=O)=O","2.2","Log unit","0","2.8745","Log unit","","","-","-"
"OC(=O)CC(=O)C(O)=O","2-OXOBUTANEDIOICACID","-","A3555","12767145","-","-","2.56","Log unit","2.56","Log unit","OC(=O)C(=O)CC(=O)O","2.78","Log unit","0","2.4098","Log unit","","","-","-"
