"SMILES","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","pKa predicted value","UNIT {pKa predicted value}","IC group given","IC smiles given","IC index predicted","AtomNR of IC","groupsAndICs","IC group detected","MultiGroupDetection","CASRN"
"NC1=CC([S-])=NC(N)=N1","2,4-diamino-6-mercaptopyrimidine","-","A5793","-","-","-","10.2","Log unit","10.2","Log unit","25.0","?C","[S-]c1nc(nc(c1)N)N","7.3416","Log unit","6","[S-1]-c(nc(n1)N)cc1N","0","","","","","-"
"NC1=C(N)C([S-])=NC=N1","4,5-diamino-6-mercaptopyrimidine","-","A5793","-","-","-","9.33","Log unit","9.33","Log unit","25.0","?C","[S-]c1ncnc(c1N)N","7.3844","Log unit","6","[S-1]-c(ncn1)c(N)c1N","0","","","","","-"
"Nc1cc(N)[n+]c([S-])n1","4,6-Diamino-2-mercaptopyrimidine","-","A5793","-","-","-","5.32","Log unit","5.32","Log unit","25.0","?C","[S-]c1[n+]c(N)cc(n1)N","7.6593","Log unit","n","[S-1]-c([n+1]c(N)c1)nc1N","0","","","","","-"
"COC1=C(N)N=C(N)N=C1","2,4-diamino-5-methoxypyrimidine","-","A5793","-","-","-","7.23","Log unit","7.23","Log unit","25.0","?C","n1cc(OC)c(N)nc1N","6.9239","Log unit","6","n(cc(OC)c1N)c(n1)N","0","","","","","-"
"COC1=NC(N)=NC(N)=C1","2,4-diamino-6-methoxypyrimidine","-","A5793","-","-","-","5.48","Log unit","5.48","Log unit","25.0","?C","n1c(nc(N)cc1OC)N","7.1951","Log unit","5","n(c(nc1OC)N)c(N)c1","2","","","","","-"
"COC1=CC=C(SC2=CN=C(N)N=C2N)C=C1","2,4-diamino-5-(p-methoxyphenylthio)pyrimidine","-","A5793","-","-","-","5.94","Log unit","5.94","Log unit","25.0","?C","n1cc(Sc2ccc(cc2)OC)c(nc1N)N","6.727","Log unit","6","c(cc(c1)OC)c(c1)S-c(cnc2N)c(n2)N","11","","","","","-"
"CC1=C(N)N=C(N)N=C1","2,4-diamino-5-methylpyrimidine","-","A5793","-","-","-","7.69","Log unit","7.69","Log unit","25.0","?C","n1cc(C)c(N)nc1N","7.3275","Log unit","6","n(cc(C)c1N)c(n1)N","0","","","","","-"
"CC1=NC(N)=NC(N)=C1COC1=CC=CC=C1","2,4-diamino-6-methyl-5-phenoxypyrimidine","-","A5793","-","-","-","6.47","Log unit","6.47","Log unit","25.0","?C","n1c(c(COc2ccccc2)c(nc1N)N)C","7.9072","Log unit","5","c(ccc1OC-c(c(nc2N)N)c(n2)C)cc1","13","","","","","-"
"CN(C)CCN(CC1=CC=CS1)C1=NC=CC=C1","2-[(2-dimethylaminoethyl)-2-thienylamino]-pyridine","-","A5793","-","-","-","8.88","Log unit","8.88","Log unit","25.0","?C","N(CCN(Cc1sccc1)c1ncccc1)(C)C","8.7639","Log unit","2","S(C=C1)C(=C1)CN(c(ncc2)cc2)CCN(C)C","15","","","","","-"
"CN(C)CCN(CC1=CSC=C1)C1=NC=CC=C1","2-[(2-dimethylaminoethyl)-3-thienylamino]-pyridine","-","A5793","-","-","-","8.93","Log unit","8.93","Log unit","25.0","?C","N(CCN(Cc1cscc1)c1ncccc1)(C)C","8.764","Log unit","2","S(C=C1)C=C1CN(c(ncc2)cc2)CCN(C)C","15","","","","","-"
"C[N+](C)CCN(CC1=CSC=C1)C1=NC=CC=C1","2-[(2-dimethylaminoethyl)-3-thienylamino]-pyridine","-","A5793","-","-","-","3.94","Log unit","3.94","Log unit","25.0","?C","n1c(N(Cc2cscc2)CC[N+](C)C)cccc1","6.3389","Log unit","n","S(C=C1)C=C1CN(c(ncc2)cc2)CC[N+1](C)C","8","","","","","-"
"C[N+](C)CC1=CN=CC=C1","3-(DIMETHYLAMINOMETHYL)PYRIDINE","-","A5793","-","-","-","3.17","Log unit","3.17","Log unit","25.0","?C","n1cccc(c1)C[N+](C)C","4.4892","Log unit","n","n(ccc1)cc1C[N+1](C)C","0","","","","","-"
"C[N+](C)CC1=CC=NC=C1","4-(DIMETHYLAMINOMETHYL)PYRIDINE","-","A5793","-","-","-","3.39","Log unit","3.39","Log unit","25.0","?C","n1ccc(C[N+](C)C)cc1","4.9204","Log unit","n","n(ccc1C[N+1](C)C)cc1","0","","","","","-"
"C[N+](C)C1=CC=C(C=C1)N=NC1=CC=CC=N1","2-(4-dimethylamino)phenylazopyridine","-","A5793","-","-","-","2.0","Log unit","2.0","Log unit","25.0","?C","n1ccccc1N=Nc1ccc([N+](C)C)cc1","-0.2337","Log unit","n","n(ccc1)c(c1)N=Nc(ccc2[N+1](C)C)cc2","0","","","","","-"
"C1=CN=C(C=C1)C1=CC=CC(=N1)C1=CC=CC=N1","2,6-Di(2-pyridyl)pyridine","-","A5793","-","-","-","4.33","Log unit","4.33","Log unit","25.0","?C","n1ccccc1c1nc(ccc1)c1ncccc1","3.2642","Log unit","1","n(ccc1)c(c1)c(nc(c2)c(ncc3)cc3)cc2","0","","","","","-"
"[O-]C1=NC=CC=C1","2-hydroxypyridine","-","A5793","-","-","-","11.8","Log unit","11.8","Log unit","25.0","?C","[O-]c1ncccc1","11.7007","Log unit","n","n1c([O-1])cccc1","2","","","","","-"
"Oc1cccc[n+]1","2-hydroxypyridine","-","A5793","-","-","-","0.75","Log unit","0.75","Log unit","25.0","?C","Oc1[n+]cccc1","2.7238","Log unit","oh","[n+1]1c(O)cccc1","2","","","","","-"
"[O-]C1=CC=NC=C1","4-hydroxypyridine","-","A5793","-","-","-","11.12","Log unit","11.12","Log unit","25.0","?C","[O-]c1ccncc1","11.2545","Log unit","n","n1ccc([O-1])cc1","4","","","","","-"
"Oc1cc[n+]cc1","4-hydroxypyridine","-","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","Oc1cc[n+]cc1","7.5504","Log unit","oh","[n+1]1ccc(O)cc1","4","","","","","-"
"NNC(=O)C1=CN=CC=C1","3-hydrazinocarbonylpyridine","-","A5793","-","-","-","3.29","Log unit","3.29","Log unit","25.0","?C","NNC(=O)c1cnccc1","2.8358","Log unit","n","n(ccc1)cc1C(=O)NN","9","","","","","-"
"NNC(=O)c1ccc[n+]c1","3-hydrazinocarbonylpyridine","-","A5793","-","-","-","1.86","Log unit","1.86","Log unit","25.0","?C","NNC(=O)c1c[n+]ccc1","2.5606","Log unit","4","[n+1](ccc1)cc1C(=O)NN","9","","","","","-"
"NNC(=O)c1cc[n+]cc1","4-hydrazinocarbonylpyridine","-","A5793","-","-","-","1.785","Log unit","1.785","Log unit","25.0","?C","NNC(=O)c1cc[n+]cc1","2.685","Log unit","4","[n+1](ccc1C(=O)NN)cc1","7","","","","","-"
"Sc1[n+]cccc1N(=O)=O","2-mercapto-3-nitropyridine","-","A5793","-","-","-","-2.49","Log unit","-2.49","Log unit","25.0","?C","Sc1[n+]cccc1N(=O)=O","5.1185","Log unit","sh","S-c([n+1]cc1)c(c1)N(=O)=O","0","","","","","-"
"[S-]C1=NC=CC=C1N(=O)=O","2-mercapto-3-nitropyridine","-","A5793","-","-","-","6.9","Log unit","6.9","Log unit","25.0","?C","[S-]c1ncccc1N(=O)=O","6.4462","Log unit","n","[S-1]-c(ncc1)c(c1)N(=O)=O","0","","","","","-"
"OCC1=C(O)C=CC=N1","3-hydroxy-2-hydroxymethylpyridine","-","A5793","-","-","-","9.07","Log unit","9.07","Log unit","25.0","?C","Oc1c(nccc1)CO","9.0594","Log unit","1","n(ccc1)c(c1O)CO","6","","","","","-"
"CC1=C(O)C(C)=C(CO)C=N1","3-hydroxy-5-hydroxymethyl-2,4-dimethylpyridine","-","A5793","-","-","-","9.98","Log unit","9.98","Log unit","25.0","?C","Oc1c(ncc(c1C)CO)C","9.408","Log unit","2","n(cc(c1C)CO)c(c1O)C","9","","","","","-"
"Sc1cccc[n+]1","2-Mercaptopyridine","-","A5793","-","-","-","-1.07","Log unit","-1.07","Log unit","25.0","?C","Sc1[n+]cccc1","5.6815","Log unit","sh","S-c([n+1]cc1)cc1","0","","","","","-"
"[S-]C1=NC=CC=C1","2-Mercaptopyridine","-","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","[S-]c1ncccc1","7.6352","Log unit","n","[S-1]-c(ncc1)cc1","0","","","","","-"
"[S-]C1=CN=CC=C1","3-Mercaptopyridine","-","A5793","-","-","-","7.03","Log unit","7.03","Log unit","25.0","?C","[S-]c1cnccc1","5.7385","Log unit","n","[S-1]-c(cnc1)cc1","0","","","","","-"
"Sc1ccc[n+]c1","3-Mercaptopyridine","-","A5793","-","-","-","2.26","Log unit","2.26","Log unit","25.0","?C","Sc1c[n+]ccc1","4.1989","Log unit","sh","S-c(c[n+1]c1)cc1","0","","","","","-"
"Sc1cc[n+]cc1","4-Mercaptopyridine","-","A5793","-","-","-","1.455","Log unit","1.455","Log unit","25.0","?C","Sc1cc[n+]cc1","4.3332","Log unit","sh","S-c(cc[n+1]1)cc1","0","","","","","-"
"[S-]C1=CC=NC=C1","4-Mercaptopyridine","-","A5793","-","-","-","8.86","Log unit","8.86","Log unit","25.0","?C","[S-]c1ccncc1","5.7422","Log unit","n","[S-1]-c(ccn1)cc1","0","","","","","-"
"OC(=O)c1[n+]c(C([O-])=O)c(C(O)=O)c(C(O)=O)c1C(O)=O","pentacarboxypyridine","-","A5793","-","-","-","0.8","Log unit","0.8","Log unit","25.0","?C","[O-]C(=O)c1[n+]c(c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)O","1.7083","Log unit","4","[n+1]1c(C(=O)[O-1])c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O","4","","","","","-"
"OC(=O)c1c([n+]c(C([O-])=O)c(C(O)=O)c1C(O)=O)C([O-])=O","pentacarboxypyridine","-","A5793","-","-","-","1.7","Log unit","1.7","Log unit","25.0","?C","[O-]C(=O)c1[n+]c(c(c(c1C(=O)O)C(=O)O)C(=O)O)C(=O)[O-]","1.7083","Log unit","3","[n+1]1c(C(=O)[O-1])c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)[O-1]","4","","","","","-"
"OC(=O)c1c([n+]c(C([O-])=O)c(C(O)=O)c1C([O-])=O)C([O-])=O","pentacarboxypyridine","-","A5793","-","-","-","3.76","Log unit","3.76","Log unit","25.0","?C","[O-]C(=O)c1c(c([n+]c(c1C(=O)O)C(=O)[O-])C(=O)[O-])C(=O)O","3.4979","Log unit","co2h","[n+1]1c(C(=O)[O-1])c(C(=O)O)c(C(=O)[O-1])c(C(=O)O)c1C(=O)[O-1]","12","","","","","-"
"OC(=O)C1=C(N=C(C([O-])=O)C(C([O-])=O)=C1C([O-])=O)C([O-])=O","pentacarboxypyridine","-","A5793","-","-","-","4.61","Log unit","4.61","Log unit","25.0","?C","[O-]C(=O)c1c(c(nc(c1C(=O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-]","4.2563","Log unit","co2h","n1c(C(=O)[O-1])c(C(=O)[O-1])c(C(=O)[O-1])c(C(=O)O)c1C(=O)[O-1]","12","","","","","-"
"C(CC1=CC=CC=N1)[N+]1CCCCC1","2-(piperidinoethyl)pyridine","-","A5793","-","-","-","3.59","Log unit","3.59","Log unit","25.0","?C","n1ccccc1CC[N+]1CCCCC1","4.9012","Log unit","n","n(ccc1)c(c1)CC[N+1](CCC2)CC2","0","","","","","-"
"C(CC1=CN=CC=C1)[N+]1CCCCC1","3-(piperidinoethyl)pyridine","-","A5793","-","-","-","4.25","Log unit","4.25","Log unit","25.0","?C","n1cccc(c1)CC[N+]1CCCCC1","5.3293","Log unit","n","n(ccc1)cc1CC[N+1](CCC2)CC2","0","","","","","-"
"C(CC1=CC=NC=C1)[N+]1CCCCC1","4-(piperidinoethyl)pyridine","-","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","n1ccc(CC[N+]2CCCCC2)cc1","5.1974","Log unit","n","n(ccc1CC[N+1](CCC2)CC2)cc1","0","","","","","-"
"C1=CN=C(C=C1)c1cccc[n+]1","2-(2-Pyridyl)pyridine","-","A5793","-","-","-","-0.2","Log unit","-0.2","Log unit","25.0","?C","n1c(c2[n+]cccc2)cccc1","-0.042","Log unit","n","[n+1](ccc1)c(c1)c(ncc2)cc2","7","","","","","-"
"C1=CN=C(C=C1)c1ccc[n+]c1","2-(3-pyridyl)pyridine","-","A5793","-","-","-","1.82","Log unit","1.82","Log unit","25.0","?C","n1c(c2c[n+]ccc2)cccc1","3.2689","Log unit","n","[n+1](ccc1)cc1c(ncc2)cc2","7","","","","","-"
"C1=CN=C(C=C1)C1=CC=NC=C1","2-(4-pyridyl)pyridine","-","A5793","-","-","-","4.37","Log unit","4.37","Log unit","25.0","?C","n1c(c2ccncc2)cccc1","4.5596","Log unit","n","n(ccc1c(ncc2)cc2)cc1","5","","","","","-"
"OC(=O)c1cc(C(O)=O)c([n+]c1C([O-])=O)C([O-])=O","2,3,5,6-tetracarboxypyridine","-","A5793","-","-","-","2.84","Log unit","2.84","Log unit","25.0","?C","[O-]C(=O)c1c(cc(c([n+]1)C(=O)[O-])C(=O)O)C(=O)O","2.3413","Log unit","co2h","[n+1]1c(C(=O)[O-1])c(C(=O)O)cc(C(=O)O)c1C(=O)[O-1]","17","","","","","-"
"OC(=O)c1cc(C([O-])=O)c([n+]c1C([O-])=O)C([O-])=O","2,3,5,6-tetracarboxypyridine","-","A5793","-","-","-","3.86","Log unit","3.86","Log unit","25.0","?C","[O-]C(=O)c1c([n+]c(c(c1)C(=O)O)C(=O)[O-])C(=O)[O-]","3.6882","Log unit","co2h","[n+1]1c(C(=O)[O-1])c(C(=O)[O-1])cc(C(=O)O)c1C(=O)[O-1]","8","","","","","-"
"O=C(N1CCNCC1)C1=CC=CC=C1","Piperazine, 1-benzoyl-","-","A5793","-","-","-","7.74","Log unit","7.74","Log unit","25.0","?C","N1CCN(C(=O)c2ccccc2)CC1","7.8212","Log unit","3","c(ccc1C(=O)N(CCN2)CC2)cc1","9","","","","","-"
"CNC1=C(N=CC=N1)C(N)=N","Pyrazine, 2-amidino-3-methylamino-","-","A5793","-","-","-","8.96","Log unit","8.96","Log unit","25.0","?C","N=C(c1c(nccn1)NC)N","7.7957","Log unit","neth","n(ccn1)c(NC)c1C(=N)N","9","","","","","-"
"NC1=CN=CC=N1","2-aminopyrazine","-","A5793","-","-","-","3.0","Log unit","3.0","Log unit","25.0","?C","n1ccncc1N","2.2545","Log unit","3","n(ccn1)cc1N","3","","","","","-"
"NC1=NN=C(Cl)C=C1","3-Amino-6-chloropyridazine","-","A5793","-","-","-","3.85","Log unit","3.85","Log unit","25.0","?C","n1nc(Cl)ccc1N","2.5514","Log unit","3","Cl-c(nnc1N)cc1","3","","","","","-"
"[O-]C1=CN=NC=C1","4-hydroxypyridazine","-","A5793","-","-","-","8.72","Log unit","8.72","Log unit","25.0","?C","[O-]c1cnncc1","10.3069","Log unit","2","n(ncc1[O-1])cc1","4","","","","","-"
"NC1=CC=C([S-])N=N1","3-amino-6-mercaptopyridazine","-","A5793","-","-","-","9.05","Log unit","9.05","Log unit","25.0","?C","[S-]c1ccc(nn1)N","7.3375","Log unit","4","n1nc(N)ccc1[S-1]","7","","","","","-"
"NC1=C(C=O)N=C(Cl)C=N1","2-amino-5-chloro-3-formylpyrazine","-","A5793","-","-","-","-0.68","Log unit","-0.68","Log unit","25.0","?C","n1cc(Cl)nc(c1N)C=O","0.2598","Log unit","3","Cl-c(nc(c1N)C=O)cn1","9","","","","","-"
"NC1=C(C=O)N=CC(Cl)=N1","2-amino-6-chloro-3-formylpyrazine","-","A5793","-","-","-","-1.64","Log unit","-1.64","Log unit","25.0","?C","n1c(Cl)cnc(c1N)C=O","-1.3769","Log unit","3","Cl-c(nc(N)c1C=O)cn1","2","","","","","-"
"NC1=C(N=CC=N1)C#N","2-amino-3-cyanopyrazine","-","A5793","-","-","-","-0.43","Log unit","-0.43","Log unit","25.0","?C","n1ccnc(c1N)C#N","-1.1977","Log unit","4","n(ccn1)c(N)c1C#N","0","","","","","-"
"NC(=O)C1=CN=CC=N1","2-carbamoylpyrazine","-","A5793","-","-","-","-0.5","Log unit","-0.5","Log unit","25.0","?C","n1ccnc(c1)C(=O)N","-0.6764","Log unit","4","n(ccn1)cc1C(=O)N","0","","","","","-"
"CNC1=C(N=C(C)C(C)=N1)C(N)=O","2-carbamoyl-5,6-dimethyl-3-methylaminopyrazine","-","A5793","-","-","-","2.68","Log unit","2.68","Log unit","25.0","?C","n1c(c(nc(c1NC)C(=O)N)C)C","1.6037","Log unit","6","n(c(c(n1)C)C)c(NC)c1C(=O)N","0","","","","","-"
"NC1=CN=C(C=O)C(N)=N1","3,5-diamino-2-formylpyrazine","-","A5793","-","-","-","1.57","Log unit","1.57","Log unit","25.0","?C","n1c(c(C=O)ncc1N)N","3.009","Log unit","5","O=C-c(ncc1N)c(n1)N","8","","","","","-"
"CS(=O)(=O)C1=NC=CN=C1","2-methylsulphonylpyrazine","-","A5793","-","-","-","-2.47","Log unit","-2.47","Log unit","25.0","?C","n1cc(S(=O)(=O)C)ncc1","-3.5701","Log unit","n","S(=O)(=O)(C)-c(ncc1)cn1","9","","","","","-"
"CC1=CN=C(C)C=N1","2,5-DIMETHYLPYRAZINE","-","A5793","-","-","-","1.97","Log unit","1.97","Log unit","25.0","?C","n1cc(ncc1C)C","1.5865","Log unit","2","n(cc(n1)C)c(c1)C","0","","","","","-"
"CC1=CN=CC(C)=N1","2,6-DIMETHYLPYRAZINE","-","A5793","-","-","-","2.2","Log unit","2.2","Log unit","25.0","?C","n1c(cncc1C)C","2.1375","Log unit","2","n(cc(n1)C)cc1C","3","","","","","-"
"CN(C)C1=CN=CC=N1","Pyrazine, 2-dimethylamino","-","A5793","-","-","-","3.24","Log unit","3.24","Log unit","25.0","?C","n1ccncc1N(C)C","1.9967","Log unit","2","n(ccn1)cc1N(C)C","3","","","","","-"
"CNC1=C(N=CC=N1)C1=NC(C)=CC(C)=N1","Pyrazine, 2-(4,6-dimethylpyrimidin-2yl)-3-methylamino-","-","A5793","-","-","-","2.6","Log unit","2.6","Log unit","25.0","?C","n1c(c2c(nccn2)NC)nc(cc1C)C","1.5833","Log unit","3","n(ccn1)c(NC)c1c(nc(c2)C)nc2C","9","","","","","-"
"Sc1cncc[n+]1","2-mercaptopyrazine","-","A5793","-","-","-","-0.73","Log unit","-0.73","Log unit","25.0","?C","n1cc(S)[n+]cc1","-3.6124","Log unit","sh","S-c([n+1]cc1)cn1","6","","","","","-"
"[S-]C1=NC=CN=C1","2-mercaptopyrazine","-","A5793","-","-","-","6.3","Log unit","6.3","Log unit","25.0","?C","[S-]c1nccnc1","6.8909","Log unit","2","[S-1]-c(ncc1)cn1","0","","","","","-"
"COC1=CN=CC=N1","2-METHOXYPYRAZINE","-","A5793","-","-","-","0.75","Log unit","0.75","Log unit","25.0","?C","n1ccnc(c1)OC","0.3212","Log unit","2","n(ccn1)cc1OC","0","","","","","-"
"COc1ccc(S)[n+]n1","3-methoxy-6-mercaptopyridazine","-","A5793","-","-","-","-2.36","Log unit","-2.36","Log unit","25.0","?C","O(c1n[n+]c(S)cc1)C","-5.1973","Log unit","sh","S-c([n+1]nc1OC)cc1","5","","","","","-"
"COC1=NN=C([S-])C=C1","3-methoxy-6-mercaptopyridazine","-","A5793","-","-","-","6.95","Log unit","6.95","Log unit","25.0","?C","[S-]c1nnc(OC)cc1","7.0695","Log unit","2","[S-1]-c(nnc1OC)cc1","0","","","","","-"
"COC1=NN=C(SC)C=C1","3-methoxy-6-methylthiopyridazine","-","A5793","-","-","-","1.84","Log unit","1.84","Log unit","25.0","?C","n1c(SC)ccc(n1)OC","-0.2364","Log unit","2","S(C)-c(nnc1OC)cc1","3","","","","","-"
"CC1=CN=CC=N1","2-Methylpyrazine","-","A5793","-","-","-","1.46","Log unit","1.46","Log unit","25.0","?C","n1ccncc1C","1.4226","Log unit","2","n(ccn1)cc1C","3","","","","","-"
"CNC1=CN=CC=N1","2-METHYLAMINOPYRAZINE","-","A5793","-","-","-","3.39","Log unit","3.39","Log unit","25.0","?C","n1ccncc1NC","2.1032","Log unit","3","n(ccn1)cc1NC","3","","","","","-"
"CS(=O)(=O)C1=NN=CC=C1","3-methylsulphonylpyridazine","-","A5793","-","-","-","-1.01","Log unit","-1.01","Log unit","25.0","?C","n1nc(S(=O)(=O)C)ccc1","-3.5411","Log unit","1","S(=O)(=O)(C)-c(nnc1)cc1","6","","","","","-"
"CS(=O)(=O)C1=CC=NN=C1","4-methylsulphonylpyridazine","-","A5793","-","-","-","-1.06","Log unit","-1.06","Log unit","25.0","?C","n1ccc(S(=O)(=O)C)cn1","-1.5401","Log unit","1","S(=O)(=O)(C)-c(ccn1)cn1","7","","","","","-"
"CSC1=NC=CN=C1","2-METHYLTHIOPYRAZINE","-","A5793","-","-","-","0.515","Log unit","0.515","Log unit","25.0","?C","n1cc(SC)ncc1","0.1759","Log unit","1","S(C)c(ncc1)cn1","7","","","","","-"
"CC1=NC(C)=C(C)N=C1C","TETRAMETHYLPYRAZINE","-","A5793","-","-","-","3.575","Log unit","3.575","Log unit","25.0","?C","n1c(C)c(nc(c1C)C)C","2.1892","Log unit","2","n(c(C)c(n1)C)c(C)c1C","0","","","","","-"
"CC1=NC(C)=C(C)N=C1","TRIMETHYLPYRAZINE","-","A5793","-","-","-","2.8","Log unit","2.8","Log unit","25.0","?C","n1c(cnc(C)c1C)C","2.0771","Log unit","1","n(cc(n1)C)c(C)c1C","3","","","","","-"
"NC1=CC=CN=N1","3-Aminopyridazine","-","A5793","-","-","-","5.19","Log unit","5.19","Log unit","25.0","?C","n1ncccc1N","4.4081","Log unit","3","n(nc(N)c1)cc1","1","","","","","-"
"NC1=CN=NC=C1","4-aminopyridazine","-","A5793","-","-","-","6.65","Log unit","6.65","Log unit","25.0","?C","n1ncc(N)cc1","6.4608","Log unit","4","n(ncc1N)cc1","0","","","","","-"
"CC1=CC=C(N)N=N1","3-amino-6-methylpyridine","-","A5793","-","-","-","5.29","Log unit","5.29","Log unit","25.0","?C","n1nc(ccc1N)C","4.665","Log unit","3","n(nc(c1)C)c(N)c1","0","","","","","-"
"CCCCC1=CC=CN=N1","3-n-Butylpyridine","-","A5793","-","-","-","3.49","Log unit","3.49","Log unit","25.0","?C","n1ncccc1CCCC","3.1322","Log unit","2","n(nc(c1)CCCC)cc1","1","","","","","-"
"NC(=O)C1=CC=CN=N1","3-carbamoylpyridazine","-","A5793","-","-","-","1.0","Log unit","1.0","Log unit","25.0","?C","n1nc(ccc1)C(=O)N","0.1176","Log unit","4","n(nc(c1)C(=O)N)cc1","0","","","","","-"
"CC1=C(C)N=NC=C1","3,4-dimethylpyridazine","-","A5793","-","-","-","4.1","Log unit","4.1","Log unit","25.0","?C","n1nc(C)c(C)cc1","3.8135","Log unit","2","n(nc(C)c1C)cc1","0","","","","","-"
"CC1=CN=NC(C)=C1","3,5-dimethylpyridazine","-","A5793","-","-","-","4.11","Log unit","4.11","Log unit","25.0","?C","n1ncc(cc1C)C","4.2709","Log unit","2","n(nc(c1)C)cc1C","1","","","","","-"
"CC1=CN=NC=C1C","4,5-dimethylpyridazine","-","A5793","-","-","-","4.13","Log unit","4.13","Log unit","25.0","?C","n1ncc(C)c(c1)C","3.7174","Log unit","2","n(ncc1C)cc1C","0","","","","","-"
"CCC1=CC=CN=N1","3-ethylpyridazine","-","A5793","-","-","-","3.58","Log unit","3.58","Log unit","25.0","?C","n1ncccc1CC","3.1716","Log unit","2","n(nc(c1)CC)cc1","1","","","","","-"
"CCC1=C(C)N=NC(C)=C1","4-ethyl-3,6-dimethylpyridazine","-","A5793","-","-","-","4.73","Log unit","4.73","Log unit","25.0","?C","n1nc(C)c(CC)cc1C","4.4601","Log unit","2","n(nc(C)c1CC)c(c1)C","0","","","","","-"
"CCC1=CC=C(C)N=N1","3-ethyl-6-methylpyridazine","-","A5793","-","-","-","4.17","Log unit","4.17","Log unit","25.0","?C","n1nc(ccc1C)CC","3.7069","Log unit","2","n(nc(c1)CC)c(c1)C","0","","","","","-"
"CCC1=C(C)N=NC=C1","4-ethyl-3-methylpyridazine","-","A5793","-","-","-","4.03","Log unit","4.03","Log unit","25.0","?C","n1nc(C)c(CC)cc1","3.7221","Log unit","2","n(nc(C)c1CC)cc1","0","","","","","-"
"CCC1=CN=NC(C)=C1","4-ethyl-6-methylpyridazine","-","A5793","-","-","-","4.17","Log unit","4.17","Log unit","25.0","?C","n1ncc(cc1C)CC","4.1627","Log unit","2","n(nc(c1)C)cc1CC","1","","","","","-"
"CCC1=C(C)N=NC(C)=C1C","4-ethyl-3,5,6-trimethylpyridazine","-","A5793","-","-","-","5.17","Log unit","5.17","Log unit","25.0","?C","n1nc(C)c(c(c1C)CC)C","4.8531","Log unit","2","n(nc(C)c1CC)c(C)c1C","1","","","","","-"
"[S-]C1=NN=CC=C1","3-mercaptopyridazine","-","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","[S-]c1nnccc1","7.0206","Log unit","2","[S-1]-c(nnc1)cc1","0","","","","","-"
"Sc1cccn[n+]1","3-mercaptopyridazine","-","A5793","-","-","-","-2.68","Log unit","-2.68","Log unit","25.0","?C","Sc1[n+]nccc1","5.4497","Log unit","sh","S-c([n+1]nc1)cc1","0","","","","","-"
"[S-]C1=CN=NC=C1","4-mercaptopyridazine","-","A5793","-","-","-","6.55","Log unit","6.55","Log unit","25.0","?C","[S-]c1cnncc1","5.1298","Log unit","1","[S-1]-c(cnn1)cc1","0","","","","","-"
"COC1=CC=CN=N1","3-methoxypyridazine","-","A5793","-","-","-","2.48","Log unit","2.48","Log unit","25.0","?C","n1nc(OC)ccc1","1.4024","Log unit","2","n(nc(OC)c1)cc1","0","","","","","-"
"COC1=CN=NC=C1","4-methoxypyridazine","-","A5793","-","-","-","3.66","Log unit","3.66","Log unit","25.0","?C","n1ncc(OC)cc1","3.5867","Log unit","2","n(ncc1OC)cc1","0","","","","","-"
"CC1=CC=CN=N1","3-Methylpyridazine","-","A5793","-","-","-","3.46","Log unit","3.46","Log unit","25.0","?C","n1ncccc1C","3.348","Log unit","2","n(nc(c1)C)cc1","1","","","","","-"
"CC1=CN=NC=C1","4-Methylpyridazine","-","A5793","-","-","-","3.225","Log unit","3.225","Log unit","25.0","?C","n1ncc(C)cc1","3.2919","Log unit","2","n(ncc1C)cc1","0","","","","","-"
"CCCC1=CC=C(C)N=N1","3-methyl-6-n-propylpyridazine","-","A5793","-","-","-","4.25","Log unit","4.25","Log unit","25.0","?C","n1nc(ccc1C)CCC","3.6782","Log unit","2","n(nc(c1)CCC)c(c1)C","0","","","","","-"
"CSC1=NN=CC=C1","3-methylthiopyridazine","-","A5793","-","-","-","2.26","Log unit","2.26","Log unit","25.0","?C","n1nc(SC)ccc1","1.5148","Log unit","1","S(C)c(nnc1)cc1","4","","","","","-"
"CSC1=CN=NC=C1","4-methylthiopyridazine","-","A5793","-","-","-","3.24","Log unit","3.24","Log unit","25.0","?C","n1ncc(SC)cc1","2.4258","Log unit","1","S(C)c(cnn1)cc1","5","","","","","-"
"CCCCCC1=CC=CN=N1","3-n-pentyl-pyridazine","-","A5793","-","-","-","3.7","Log unit","3.7","Log unit","25.0","?C","n1ncccc1CCCCC","3.1321","Log unit","2","n(nc(c1)CCCCC)cc1","1","","","","","-"
"CCCC1=CC=CN=N1","3-n-propylpyridazine","-","A5793","-","-","-","3.59","Log unit","3.59","Log unit","25.0","?C","n1ncccc1CCC","3.1354","Log unit","2","n(nc(c1)CCC)cc1","1","","","","","-"
