"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","IC group given","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","pKa predicted value","UNIT {pKa predicted value}","IC smiles given","AtomNR of IC","groupsAndICs","COMMENTS","INCHI_KEY"
"CC(C)CC1=CC=C(C=C1)[C@@H](C)C(O)=O","15687-27-1","R2182428","M3743","-","119","Ibuprofen","-","Koerner","Koerner","A3183","-","468","6","4.45","Log unit","4.45","Log unit","","-","O=C(O)C(c1ccc(CC(C)C)cc1)C","aliph. carboxylic acid","","","-","","-","","","","-","HEFNNWSXXWATRW-SNVBAGLBSA"
"C[C@H](OC1=C(C)C=C(Cl)C=C1)C(O)=O","16484-77-8","R2182429","M130903","-","120","Mecoprop-P","-","Koerner","Koerner","A3183","-","468","6","3.68","Log unit","3.68","Log unit","20.0","?C","O=C(O)C(Oc1c(cc(Cl)cc1)C)C","aliph. carboxylic acid","","","-","","-","","","","-","WNTGYJSOUMFZEP-ZETCQYMHSA"
"OC(=O)CCOC1=CC=CC2=C1C=CC=C2","16563-41-0","R2182430","M33884","-","121","3-(1-NAPHTHALENYLOXY)-PROPANOIC ACID","-","Koerner","Koerner","A3183","-","468","6","4.0","Log unit","4.0","Log unit","","-","O=C(O)CCOc1c2c(ccc1)cccc2","aliph. carboxylic acid","","","-","","-","","","","-","JPLBWCCELAOKOU-UHFFFAOYSA"
"OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1","18046-21-4","R2182431","M34359","-","122","FENTIAZAC","-","Koerner","Koerner","A3183","-","468","6","3.6","Log unit","3.6","Log unit","","-","O=C(O)Cc1c(c2ccc(Cl)cc2)nc(s1)c1ccccc1","aliph. carboxylic acid","","","-","","-","","","","-","JIEKMACRVQTPRC-UHFFFAOYSA"
"OC(=O)CC1=C(I)C=CC=C1","18698-96-9","R2182432","M34526","-","123","2-IODO-BENZENEACETIC ACID","-","Koerner","Koerner","A3183","-","468","6","4.04","Log unit","4.04","Log unit","25.0","?C","O=C(O)Cc1c(I)cccc1","aliph. carboxylic acid","","","-","","-","","","","-","IUHXGZHKSYYDIL-UHFFFAOYSA"
"CCC[C@@H](CC)C(O)=O","20225-24-5","R2182433","M130904","-","124","2-ETHYLPENTANOIC ACID","-","Koerner","Koerner","A3183","-","468","6","4.71","Log unit","4.71","Log unit","18.0","?C","O=C(O)C(CCC)CC","aliph. carboxylic acid","","","-","","-","","","","-","BAZMYXGARXYAEQ-ZCFIWIBFSA"
"C[C@H](C(O)=O)C1=CC(=CC=C1)C(=O)C1=CC=CC=C1","22071-15-4","R2182434","M2042","-","125","Ketoprofen","-","Koerner","Koerner","A3183","-","468","6","4.45","Log unit","4.45","Log unit","","-","O=C(O)C(C)c1cc(ccc1)C(=O)c1ccccc1","aliph. carboxylic acid","","","-","","-","","","","-","DKYWVDODHFEZIM-NSHDSACASA"
"OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1","22131-79-9","R2182435","M410","-","126","ALCOFENAC","-","Koerner","Koerner","A3183","-","468","6","4.29","Log unit","4.29","Log unit","","-","O=C(O)Cc1ccc(c(Cl)c1)OCC=C","aliph. carboxylic acid","","","-","","-","","","","-","ARHWPKZXBHOEEE-UHFFFAOYSA"
"COC1=CC2=C(C=C1)C=C(C=C2)[C@@H](C)C(O)=O","22204-53-1","R2182436","M1494","-","127","naprosyn","-","Koerner","Koerner","A3183","-","468","6","4.15","Log unit","4.15","Log unit","","-","O=C(O)C(c1cc2c(cc(OC)cc2)cc1)C","aliph. carboxylic acid","","","-","","-","","","","-","CMWTZPSULFXXJA-SECBINFHSA"
"C[C@@H](C(O)=O)C1=CC=CC(OC2=CC=CC=C2)=C1","31879-05-7","R2182437","M130905","-","128","fenoprofen","-","Koerner","Koerner","A3183","-","468","6","4.5","Log unit","4.5","Log unit","","-","O=C(O)C(c1cc(Oc2ccccc2)ccc1)C","aliph. carboxylic acid","","","-","","-","","","","-","RDJGLLICXDHJDY-LLVKDONJSA"
"CC(C)(C)C1=CC=C(CC(O)=O)C=C1","32857-63-9","R2182438","M37796","-","129","4-(1,1-DIMETHYLETHYL)-BENZENEACETIC ACID","-","Koerner","Koerner","A3183","-","468","6","4.42","Log unit","4.42","Log unit","25.0","?C","O=C(O)Cc1ccc(cc1)C(C)(C)C","aliph. carboxylic acid","","","-","","-","","","","-","RUAYXHSDAMWEDR-UHFFFAOYSA"
"OC(=O)CCC(=O)C1=CC=C(C=C1)C1=CC=CC=C1","36330-85-5","R2182439","M14278","-","130","Fenbufen","-","Koerner","Koerner","A3183","-","468","6","4.51","Log unit","4.51","Log unit","","-","O=C(O)CCC(=O)c1ccc(cc1)c1ccccc1","aliph. carboxylic acid","","","-","","-","","","","-","ZPAKPRAICRBAOD-UHFFFAOYSA"
"CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C\C1=CC=C(C=C1)[S@](C)=O","38194-50-2","R2182440","M130906","-","131","Sulindac","-","Koerner","Koerner","A3183","-","468","6","4.7","Log unit","4.7","Log unit","","-","O=C(O)CC1=C(C(=Cc2ccc(cc2)S(=O)C)c2c1cc(F)cc2)C","aliph. carboxylic acid","","","-","","-","","","","-","MLKXDPUZXIRXEP-HCQJPZKZSA"
"C[C@@H](C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1","40828-46-4","R2182441","M130907","-","132","Suprofen","-","Koerner","Koerner","A3183","-","468","6","3.91","Log unit","3.91","Log unit","","-","O=C(O)C(c1ccc(C(=O)c2sccc2)cc1)C","aliph. carboxylic acid","","","-","","-","","","","-","MDKGKXOCJGEUJW-SECBINFHSA"
"C[C@H](OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C(O)=O","40843-25-2","R2182442","M130908","-","133","DICLOFOP","-","Koerner","Koerner","A3183","-","468","6","3.43","Log unit","3.43","Log unit","","-","O=C(O)C(Oc1ccc(Oc2c(Cl)cc(cc2)Cl)cc1)C","aliph. carboxylic acid","","","-","","-","","","","-","OOLBCHYXZDXLDS-VIFPVBQESA"
"OC(=O)CC1=CN(N=C1C1=CC=C(Cl)C=C1)C1=CC=CC=C1","53808-88-1","R2182443","M40352","-","134","Lonazolac","-","Koerner","Koerner","A3183","-","468","6","4.3","Log unit","4.3","Log unit","","-","O=C(O)Cc1c(c2ccc(Cl)cc2)nn(c1)c1ccccc1","aliph. carboxylic acid","","","-","","-","","","","-","XVUQHFRQHBLHQD-UHFFFAOYSA"
"OC(=O)COC1=NC(Cl)=C(Cl)C=C1Cl","55335-06-3","R2182444","M9650","-","135","TRICLOPYR","-","Koerner","Koerner","A3183","-","468","6","2.68","Log unit","2.68","Log unit","","-","O=C(O)COc1nc(Cl)c(cc1Cl)Cl","aliph. carboxylic acid","","","-","","-","","","","-","REEQLXCGVXDJSQ-UHFFFAOYSA"
"OC(=O)CC1=CC2=C(C=C1)C(=O)C1=CC=CC=C1CS2","55863-26-8","R2182445","M61798","-","136","TIOPINAC","-","Koerner","Koerner","A3183","-","468","6","3.71","Log unit","3.71","Log unit","","-","O=C(O)Cc1cc2SCc3c(C(=O)c2cc1)cccc3","aliph. carboxylic acid","","","-","","-","","","","-","KLIVRBFRQSOGQI-UHFFFAOYSA"
"C[C@@H](N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(F)C=C1)C(O)=O","58667-63-3","R2182446","M13733","-","137","Flamprop","-","Koerner","Koerner","A3183","-","468","6","3.72","Log unit","3.72","Log unit","20.0","?C","O=C(O)C(N(c1cc(Cl)c(F)cc1)C(=O)c1ccccc1)C","aliph. carboxylic acid","","","-","","-","","","","-","YQVMVCCFZCMYQB-SNVBAGLBSA"
"C[C@H](OC1=CC=C(OC2=NC=C(C=C2)C(F)(F)F)C=C1)C(O)=O","69335-91-7","R2182447","M13839","-","138","Fluazifop","-","Koerner","Koerner","A3183","-","468","6","3.12","Log unit","3.12","Log unit","20.0","?C","O=C(O)C(Oc1ccc(Oc2ncc(C(F)(F)F)cc2)cc1)C","aliph. carboxylic acid","","","-","","-","","","","-","YUVKUEAFAVKILW-VIFPVBQESA"
"C[C@H](OC1=CC=C(OC2=NC=C(C=C2Cl)C(F)(F)F)C=C1)C(O)=O","69806-34-4","R2182448","M130910","-","139","HALOXYFOP","-","Koerner","Koerner","A3183","-","468","6","2.9","Log unit","2.9","Log unit","","-","O=C(O)C(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C","aliph. carboxylic acid","","","-","","-","","","","-","GOCUAJYOYBLQRH-QMMMGPOBSA"
"OC(=O)[C@@H]1CCN2C1=CC=C2C(=O)C1=CC=CC=C1","74103-06-3","R2182449","M8387","-","140","Ketorolac","-","Koerner","Koerner","A3183","-","468","6","3.49","Log unit","3.49","Log unit","","-","O=C(O)C1c2n(c(cc2)C(=O)c2ccccc2)CC1","aliph. carboxylic acid","","","-","","-","","","","-","OZWKMVRBQXNZKK-LLVKDONJSA"
"OC(=O)COC1=CC(=C(Cl)C=C1)[N+]([O-])=O","89894-13-3","R2182450","M46286","-","141","4-chloro-3-nitro-phenoxyacetic acid","-","Koerner","Koerner","A3183","-","468","6","2.96","Log unit","2.96","Log unit","25.0","?C","O=C(O)COc1ccc(c([N+](=O)[O-])c1)Cl","aliph. carboxylic acid","","","-","","-","","","","-","NNDWXLRSQALFKC-UHFFFAOYSA"
"OC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1","104273-73-6","R2182451","M46949","-","142","TRINEXAPAC","-","Koerner","Koerner","A3183","-","468","6","5.32","Log unit","5.32","Log unit","","-","O=C(O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1","aliph. carboxylic acid","","","-","","-","","","","-","DFFWZNDCNBOKDI-KTKRTIGZSA"
"CC1=CC(=O)OC2=C1C=CC(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C2","-","R2182452","M76638","-","143","4-Methyl-umbelliferyl b-D-glucuronide","-","Koerner","Koerner","A3183","-","468","6","2.82","Log unit","2.82","Log unit","25.0","?C","O=C(O)C1OC(Oc2cc3O=C(O)cc(c3cc2)C)C(O)C(O)C1O","aliph. carboxylic acid","","","-","","-","","","","-","ARQXEQLMMNGFDU-JHZZJYKESA"
"OC(=O)C1=CC=CC(OC2=CC=CC=C2)=C1","3739-38-6","R2182253","M28641","-","43","M-PHENOXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","3.92","Log unit","3.92","Log unit","","-","O=C(O)c1cc(Oc2ccccc2)ccc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","NXTDJHZGHOFSQG-UHFFFAOYSA"
"CS(=O)(=O)C1=CC=C(C=C1)C(O)=O","4052-30-6","R2182254","M196","-","44","p-Methylsulfonylbenzoic acid","-","Koerner","Koerner","A3183","-","464","4","3.64","Log unit","3.64","Log unit","","-","O=C(O)c1ccc(S(=O)(=O)C)cc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","AJBWNNKDUMXZLM-UHFFFAOYSA"
"CCCOC1=CC=C(C=C1)C(O)=O","5438-19-7","R2182255","M30306","-","45","4-PROPOXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","4.46","Log unit","4.46","Log unit","20.0","?C","O=C(O)c1ccc(OCCC)cc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","GDFUWFOCYZZGQU-UHFFFAOYSA"
"NCC(=O)NC1=CC=C(C=C1)C(O)=O","7496-53-9","R2182256","M58874","-","46","4-[(ACETYLAMINO)AMINO]-BENZOIC ACID","-","Koerner","Koerner","A3183","-","464","4","4.2","Log unit","4.2","Log unit","","-","O=C(O)c1ccc(NC(=O)CN)cc1","benzoic acid (meta/para subs.)","","","-","","-","","","","-","BAWQXMLVKPUULE-UHFFFAOYSA"
"CC1=CC(O)=C(C=C1)C(O)=O","50-85-1","R2182257","M16980","-","1","4-METHYLSALICYLIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.4","Log unit","3.4","Log unit","25.0","?C","O=C(O)c1c(O)cc(cc1)C","benzoic acid (ortho subs.)","","","-","","-","","","","-","NJESAXZANHETJV-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=C(Cl)C=C1","50-84-0","R2182258","M16979","-","2","2,4-DICHLOROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.68","Log unit","2.68","Log unit","25.0","?C","O=C(O)c1c(Cl)cc(cc1)Cl","benzoic acid (ortho subs.)","","","-","","-","","","","-","ATCRIUVQKHMXSH-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=CC(Cl)=C1","50-79-3","R2182259","M16977","-","3","2,5-DICHLOROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.466","Log unit","2.466","Log unit","25.0","?C","O=C(O)c1c(Cl)ccc(c1)Cl","benzoic acid (ortho subs.)","","","-","","-","","","","-","QVTQYSFCFOGITD-UHFFFAOYSA"
"CC(=O)OC1=C(C=CC=C1)C(O)=O","50-78-2","R2182260","M1025","-","4","Acetylsalicylic acid","-","Koerner","Koerner","A3183","-","465","5","3.49","Log unit","3.49","Log unit","25.0","?C","O=C(O)c1c(O=C(O)C)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","BSYNRYMUTXBXSQ-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=CC(Cl)=C1Cl","50-31-7","R2182261","M16959","-","5","2,3,6-TRICHLOROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","1.5","Log unit","1.5","Log unit","25.0","?C","O=C(O)c1c(Cl)c(ccc1Cl)Cl","benzoic acid (ortho subs.)","","","-","","-","","","","-","XZIDTOHMJBOSOX-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=CC=C1Cl","50-30-6","R2182262","M16958","-","6","2,6-DICHLOROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","1.59","Log unit","1.59","Log unit","25.0","?C","O=C(O)c1c(Cl)cccc1Cl","benzoic acid (ortho subs.)","","","-","","-","","","","-","MRUDNSFOFOQZDA-UHFFFAOYSA"
"CCOC1=C(C=CC(N)=C1)C(O)=O","59-07-4","R2182263","M2605","-","7","2-Ethoxy-4-aminobenzoic acid","-","Koerner","Koerner","A3183","-","465","5","5.09","Log unit","5.09","Log unit","","-","O=C(O)c1c(cc(N)cc1)OCC","benzoic acid (ortho subs.)","","","-","","-","","","","-","FHMHTWLZOLQIFY-UHFFFAOYSA"
"CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C","61-68-7","R2182264","M4216","-","8","mefenamic acid","-","Koerner","Koerner","A3183","-","465","5","4.2","Log unit","4.2","Log unit","","-","O=C(O)c1c(Nc2c(c(ccc2)C)C)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","HYYBABOKPJLUIN-UHFFFAOYSA"
"NC1=CC(O)=C(C=C1)C(O)=O","65-49-6","R2182265","M12608","-","9","P-AMINOSALICYLIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.66","Log unit","3.66","Log unit","25.0","?C","O=C(O)c1c(cc(N)cc1)O","benzoic acid (ortho subs.)","","","-","","-","","","","-","WUBBRNOQWQTFEX-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC=C1","69-72-7","R2182266","M13520","-","10","Salicylic acid","-","Koerner","Koerner","A3183","-","465","5","2.97","Log unit","2.97","Log unit","","-","O=C(O)c1c(O)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","YGSDEFSMJLZEOE-UHFFFAOYSA"
"CC1=C(O)C(=CC=C1)C(O)=O","83-40-9","R2182267","M17703","-","11","3-METHYLSALICYLIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.95","Log unit","2.95","Log unit","25.0","?C","O=C(O)c1c(O)c(ccc1)C","benzoic acid (ortho subs.)","","","-","","-","","","","-","WHSXTWFYRGOBGO-UHFFFAOYSA"
"OC(=O)C1=C(I)C=CC=C1","88-67-5","R2182268","M1401","-","12","2-IODOBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.93","Log unit","2.93","Log unit","20.0","?C","O=C(O)c1c(I)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","CJNZAXGUTKBIHP-UHFFFAOYSA"
"OC(=O)C1=C(Br)C=CC=C1","88-65-3","R2182269","M17889","-","13","O-BROMOBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.88","Log unit","2.88","Log unit","20.0","?C","O=C(O)c1c(Br)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","XRXMNWGCKISMOH-UHFFFAOYSA"
"OC(=O)C1=C(O)C=C(O)C=C1","89-86-1","R2182270","M11089","-","14","2,4-Dihydroxybenzoic Acid","-","Koerner","Koerner","A3183","-","465","5","3.11","Log unit","3.11","Log unit","25.0","?C","O=C(O)c1c(O)cc(cc1)O","benzoic acid (ortho subs.)","","","-","","-","","","","-","UIAFKZKHHVMJGS-UHFFFAOYSA"
"CC1=CC(C(O)=O)=C(O)C=C1","89-56-5","R2182271","M17916","-","15","5-METHYLSALICYLIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.15","Log unit","3.15","Log unit","25.0","?C","O=C(O)c1c(O)ccc(c1)C","benzoic acid (ortho subs.)","","","-","","-","","","","-","DLGBEGBHXSAQOC-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(Br)=C1","89-55-4","R2182272","M4343","-","16","5-Bromosalicylic acid","-","Koerner","Koerner","A3183","-","465","5","2.66","Log unit","2.66","Log unit","25.0","?C","O=C(O)c1c(O)ccc(Br)c1","benzoic acid (ortho subs.)","","","-","","-","","","","-","IEJOONSLOGAXNO-UHFFFAOYSA"
"CC(=O)NC1=C(C=CC=C1)C(O)=O","89-52-1","R2182273","M9395","-","17","N-ACETYL O-AMINOBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.4","Log unit","3.4","Log unit","","-","O=C(O)c1c(NC(=O)C)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","QSACCXVHEVWNMX-UHFFFAOYSA"
"COC1=CC(OC)=C(C=C1)C(O)=O","91-52-1","R2182274","M17979","-","18","2,4-DIMETHOXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","4.36","Log unit","4.36","Log unit","25.0","?C","O=C(O)c1c(OC)cc(cc1)OC","benzoic acid (ortho subs.)","","","-","","-","","","","-","GPVDHNVGGIAOQT-UHFFFAOYSA"
"OC(=O)C1=C(NC2=CC=CC=C2)C=CC=C1","91-40-7","R2182275","M14456","-","19","N-PHENYL O-AMINOBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.99","Log unit","3.99","Log unit","","-","O=C(O)c1c(Nc2ccccc2)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","ZWJINEZUASEZBH-UHFFFAOYSA"
"OC(=O)C1=C(O)C=C2C=CC=CC2=C1","92-70-6","R2182276","M18034","-","20","2-NAPHTHALENECARBOXYLIC ACID, 3-HYDROXY-","-","Koerner","Koerner","A3183","-","465","5","2.79","Log unit","2.79","Log unit","25.0","?C","O=C(O)c1c(O)cc2c(c1)cccc2","benzoic acid (ortho subs.)","","","-","","-","","","","-","ALKYHXVLJMQRLQ-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(=C1)[N+]([O-])=O","96-97-9","R2182277","M8730","-","21","5-Nitrosalicylic acid","-","Koerner","Koerner","A3183","-","465","5","2.12","Log unit","2.12","Log unit","25.0","?C","O=C(O)c1cc([N+](=O)[O-])ccc1O","benzoic acid (ortho subs.)","","","-","","-","","","","-","PPDRLQLKHRZIJC-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O","99-60-5","R2182278","M18292","-","22","2-CHLORO-4-NITRO-BENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.14","Log unit","2.14","Log unit","","-","O=C(O)c1c(cc([N+](=O)[O-])cc1)Cl","benzoic acid (ortho subs.)","","","-","","-","","","","-","QAYNSPOKTRVZRC-UHFFFAOYSA"
"NC1=C(C=CC=C1)C(O)=O","118-92-3","R2182279","M10119","-","23","2-aminobenzoic acid","-","Koerner","Koerner","A3183","-","465","5","4.95","Log unit","4.95","Log unit","","-","O=C(O)c1c(N)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","RWZYAGGXGHYGMB-UHFFFAOYSA"
"OC(=O)C1=C(Cl)C=CC=C1","118-91-2","R2182280","M4441","-","24","2-Chlorobenzoic Acid","-","Koerner","Koerner","A3183","-","465","5","2.89","Log unit","2.89","Log unit","25.0","?C","O=C(O)c1c(Cl)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","IKCLCGXPQILATA-UHFFFAOYSA"
"CC1=C(C=CC=C1)C(O)=O","118-90-1","R2182281","M14460","-","25","o-toluic acid","-","Koerner","Koerner","A3183","-","465","5","3.98","Log unit","3.98","Log unit","20.0","?C","O=C(O)c1c(cccc1)C","benzoic acid (ortho subs.)","","","-","","-","","","","-","ZWLPBLYKEWSWPD-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(I)=C1","119-30-2","R2182282","M19006","-","26","2-HYDROXY-5-IODO-BENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.619","Log unit","2.619","Log unit","25.0","?C","O=C(O)c1cc(I)ccc1O","benzoic acid (ortho subs.)","","","-","","-","","","","-","SWDNKOFGNPGRPI-UHFFFAOYSA"
"OC(=O)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O","129-66-8","R2182283","M19332","-","27","2,4,6-TRINITROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","0.654","Log unit","0.654","Log unit","25.0","?C","O=C(O)c1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])[N+](=O)[O-]","benzoic acid (ortho subs.)","","","-","","-","","","","-","KAQBNBSMMVTKRN-UHFFFAOYSA"
"OC(=O)C1=CC(I)=CC(I)=C1O","133-91-5","R2182284","M1972","-","28","3,5-diiodosalicylic acid","-","Koerner","Koerner","A3183","-","465","5","2.299","Log unit","2.299","Log unit","25.0","?C","O=C(O)c1c(c(I)cc(c1)I)O","benzoic acid (ortho subs.)","","","-","","-","","","","-","DHZVWQPHNWDCFS-UHFFFAOYSA"
"NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O","133-90-4","R2182285","M4052","-","29","3-Amino-2,5-dichlorobenzoic acid","-","Koerner","Koerner","A3183","-","465","5","3.4","Log unit","3.4","Log unit","","-","O=C(O)c1c(Cl)c(cc(c1)Cl)N","benzoic acid (ortho subs.)","","","-","","-","","","","-","HSSBORCLYSCBJR-UHFFFAOYSA"
"OC(=O)C1=CC=CC(O)=C1O","303-38-8","R2182286","M19906","-","30","2,3-DIHYDROXYBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.914","Log unit","2.914","Log unit","25.0","?C","O=C(O)c1c(O)c(ccc1)O","benzoic acid (ortho subs.)","","","-","","-","","","","-","GLDQAMYCGOIJDV-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC=C1O","303-07-1","R2182287","M218","-","31","2,6-Dihydroxybenzoic Acid","-","Koerner","Koerner","A3183","-","465","5","1.051","Log unit","1.051","Log unit","25.0","?C","O=C(O)c1c(O)cccc1O","benzoic acid (ortho subs.)","","","-","","-","","","","-","AKEUNCKRJATALU-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(Cl)=C1","321-14-2","R2182288","M19988","-","32","5-CHLOROSALICYLIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.65","Log unit","2.65","Log unit","25.0","?C","O=C(O)c1cc(Cl)ccc1O","benzoic acid (ortho subs.)","","","-","","-","","","","-","NKBASRXWGAGQDP-UHFFFAOYSA"
"OC(=O)C1=C(F)C=CC=C1","445-29-4","R2182289","M20472","-","33","2-FLUOROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.27","Log unit","3.27","Log unit","25.0","?C","O=C(O)c1c(F)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","NSTREUWFTAOOKS-UHFFFAOYSA"
"OC(=O)C1=C(O)C=CC(O)=C1","490-79-9","R2182290","M12697","-","34","2,5-Dihydroxybenzoic acid","-","Koerner","Koerner","A3183","-","465","5","2.951","Log unit","2.951","Log unit","25.0","?C","O=C(O)c1c(O)ccc(c1)O","benzoic acid (ortho subs.)","","","-","","-","","","","-","WXTMDXOMEHJXQO-UHFFFAOYSA"
"OC(=O)C1=C(C=CC=C1)[N+]([O-])=O","552-16-9","R2182291","M10447","-","35","2-NITROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.17","Log unit","2.17","Log unit","20.0","?C","O=C(O)c1c([N+](=O)[O-])cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","SLAMLWHELXOEJZ-UHFFFAOYSA"
"CC(=O)C1=C(C=CC=C1)C(O)=O","577-56-0","R2182292","M21878","-","36","O-ACETYLBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","4.126","Log unit","4.126","Log unit","25.0","?C","O=C(O)c1c(cccc1)C(=O)C","benzoic acid (ortho subs.)","","","-","","-","","","","-","QDAWXRKTSATEOP-UHFFFAOYSA"
"COC1=C(C=CC=C1)C(O)=O","579-75-9","R2182293","M4478","-","37","o-Methoxybenzoic Acid","-","Koerner","Koerner","A3183","-","465","5","3.9","Log unit","3.9","Log unit","25.0","?C","O=C(O)c1c(OC)cccc1","benzoic acid (ortho subs.)","","","-","","-","","","","-","ILUJQPXNXACGAN-UHFFFAOYSA"
"OC(=O)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O","609-99-4","R2182294","M22380","-","38","2-HYDROXY-3,5-DINITRO-BENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","0.7","Log unit","0.7","Log unit","25.0","?C","O=C(O)c1c(c([N+](=O)[O-])cc(c1)[N+](=O)[O-])O","benzoic acid (ortho subs.)","","","-","","-","","","","-","LWFUFLREGJMOIZ-UHFFFAOYSA"
"OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O","610-30-0","R2182295","M22387","-","39","2,4-DINITROBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","1.42","Log unit","1.42","Log unit","25.0","?C","O=C(O)c1c([N+](=O)[O-])cc(cc1)[N+](=O)[O-]","benzoic acid (ortho subs.)","","","-","","-","","","","-","ZIIGSRYPZWDGBT-UHFFFAOYSA"
"CC1=CC=CC(C)=C1C(O)=O","632-46-2","R2182296","M23003","-","40","2,6-DIMETHYLBENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","3.345","Log unit","3.345","Log unit","25.0","?C","O=C(O)c1c(cccc1C)C","benzoic acid (ortho subs.)","","","-","","-","","","","-","HCBHQDKBSKYGCK-UHFFFAOYSA"
"CC1=C(F)C(F)=C(C(O)=O)C(F)=C1F","652-32-4","R2182297","M23181","-","41","2,3,5,6-TETRAFLUORO-4-METHYL-BENZOIC ACID","-","Koerner","Koerner","A3183","-","465","5","2.0","Log unit","2.0","Log unit","25.0","?C","O=C(O)c1c(c(F)c(c(c1F)F)C)F","benzoic acid (ortho subs.)","","","-","","-","","","","-","COOULIOYEXBFDT-UHFFFAOYSA"
