Smiles,CASRN,Record ID,Molecule ID,External ID,N,Name,Introducer,Modifer,Article ID,PUBMED ID,PAGE,TABLE,pKa,pKa Unit,Temperature,Temperature Unit,Ionizable center smiles,IC group
OC(=O)C1=C(Cl)C=C(Cl)C=C1,50-84-0,R2182258,M16979,-,2,"2,4-DICHLOROBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,2.68,Log unit,25,?C,O=C(O)c1c(Cl)cc(cc1)Cl,benzoic acid (ortho subs.)
OC(=O)C1=C(Cl)C=CC(Cl)=C1,50-79-3,R2182259,M16977,-,3,"2,5-DICHLOROBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,2.466,Log unit,25,?C,O=C(O)c1c(Cl)ccc(c1)Cl,benzoic acid (ortho subs.)
CC(=O)OC1=C(C=CC=C1)C(O)=O,50-78-2,R2182260,M1025,-,4,Acetylsalicylic acid,Koerner,Koerner,A3183,-,465,5,3.49,Log unit,25,?C,O=C(O)c1c(O=C(O)C)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(Cl)C=CC(Cl)=C1Cl,50-31-7,R2182261,M16959,-,5,"2,3,6-TRICHLOROBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,1.5,Log unit,25,?C,O=C(O)c1c(Cl)c(ccc1Cl)Cl,benzoic acid (ortho subs.)
OC(=O)C1=C(Cl)C=CC=C1Cl,50-30-6,R2182262,M16958,-,6,"2,6-DICHLOROBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,1.59,Log unit,25,?C,O=C(O)c1c(Cl)cccc1Cl,benzoic acid (ortho subs.)
CCOC1=C(C=CC(N)=C1)C(O)=O,59-07-4,R2182263,M2605,-,7,2-Ethoxy-4-aminobenzoic acid,Koerner,Koerner,A3183,-,465,5,5.09,Log unit,,-,O=C(O)c1c(cc(N)cc1)OCC,benzoic acid (ortho subs.)
CC1=CC=CC(NC2=C(C=CC=C2)C(O)=O)=C1C,61-68-7,R2182264,M4216,-,8,mefenamic acid,Koerner,Koerner,A3183,-,465,5,4.2,Log unit,,-,O=C(O)c1c(Nc2c(c(ccc2)C)C)cccc1,benzoic acid (ortho subs.)
NC1=CC(O)=C(C=C1)C(O)=O,65-49-6,R2182265,M12608,-,9,P-AMINOSALICYLIC ACID,Koerner,Koerner,A3183,-,465,5,3.66,Log unit,25,?C,O=C(O)c1c(cc(N)cc1)O,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC=C1,69-72-7,R2182266,M13520,-,10,Salicylic acid,Koerner,Koerner,A3183,-,465,5,2.97,Log unit,,-,O=C(O)c1c(O)cccc1,benzoic acid (ortho subs.)
CC1=C(O)C(=CC=C1)C(O)=O,83-40-9,R2182267,M17703,-,11,3-METHYLSALICYLIC ACID,Koerner,Koerner,A3183,-,465,5,2.95,Log unit,25,?C,O=C(O)c1c(O)c(ccc1)C,benzoic acid (ortho subs.)
OC(=O)C1=C(I)C=CC=C1,88-67-5,R2182268,M1401,-,12,2-IODOBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.93,Log unit,20,?C,O=C(O)c1c(I)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(Br)C=CC=C1,88-65-3,R2182269,M17889,-,13,O-BROMOBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.88,Log unit,20,?C,O=C(O)c1c(Br)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=C(O)C=C1,89-86-1,R2182270,M11089,-,14,"2,4-Dihydroxybenzoic Acid",Koerner,Koerner,A3183,-,465,5,3.11,Log unit,25,?C,O=C(O)c1c(O)cc(cc1)O,benzoic acid (ortho subs.)
CC1=CC(C(O)=O)=C(O)C=C1,89-56-5,R2182271,M17916,-,15,5-METHYLSALICYLIC ACID,Koerner,Koerner,A3183,-,465,5,3.15,Log unit,25,?C,O=C(O)c1c(O)ccc(c1)C,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC(Br)=C1,89-55-4,R2182272,M4343,-,16,5-Bromosalicylic acid,Koerner,Koerner,A3183,-,465,5,2.66,Log unit,25,?C,O=C(O)c1c(O)ccc(Br)c1,benzoic acid (ortho subs.)
CC(=O)NC1=C(C=CC=C1)C(O)=O,89-52-1,R2182273,M9395,-,17,N-ACETYL O-AMINOBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,3.4,Log unit,,-,O=C(O)c1c(NC(=O)C)cccc1,benzoic acid (ortho subs.)
COC1=CC(OC)=C(C=C1)C(O)=O,91-52-1,R2182274,M17979,-,18,"2,4-DIMETHOXYBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,4.36,Log unit,25,?C,O=C(O)c1c(OC)cc(cc1)OC,benzoic acid (ortho subs.)
OC(=O)C1=C(NC2=CC=CC=C2)C=CC=C1,91-40-7,R2182275,M14456,-,19,N-PHENYL O-AMINOBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,3.99,Log unit,,-,O=C(O)c1c(Nc2ccccc2)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=C2C=CC=CC2=C1,92-70-6,R2182276,M18034,-,20,"2-NAPHTHALENECARBOXYLIC ACID, 3-HYDROXY-",Koerner,Koerner,A3183,-,465,5,2.79,Log unit,25,?C,O=C(O)c1c(O)cc2c(c1)cccc2,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC(=C1)[N+]([O-])=O,96-97-9,R2182277,M8730,-,21,5-Nitrosalicylic acid,Koerner,Koerner,A3183,-,465,5,2.12,Log unit,25,?C,O=C(O)c1cc([N+](=O)[O-])ccc1O,benzoic acid (ortho subs.)
OC(=O)C1=C(Cl)C=C(C=C1)[N+]([O-])=O,99-60-5,R2182278,M18292,-,22,2-CHLORO-4-NITRO-BENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.14,Log unit,,-,O=C(O)c1c(cc([N+](=O)[O-])cc1)Cl,benzoic acid (ortho subs.)
NC1=C(C=CC=C1)C(O)=O,118-92-3,R2182279,M10119,-,23,2-aminobenzoic acid,Koerner,Koerner,A3183,-,465,5,4.95,Log unit,,-,O=C(O)c1c(N)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(Cl)C=CC=C1,118-91-2,R2182280,M4441,-,24,2-Chlorobenzoic Acid,Koerner,Koerner,A3183,-,465,5,2.89,Log unit,25,?C,O=C(O)c1c(Cl)cccc1,benzoic acid (ortho subs.)
CC1=C(C=CC=C1)C(O)=O,118-90-1,R2182281,M14460,-,25,o-toluic acid,Koerner,Koerner,A3183,-,465,5,3.98,Log unit,20,?C,O=C(O)c1c(cccc1)C,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC(I)=C1,119-30-2,R2182282,M19006,-,26,2-HYDROXY-5-IODO-BENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.619,Log unit,25,?C,O=C(O)c1cc(I)ccc1O,benzoic acid (ortho subs.)
OC(=O)C1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,129-66-8,R2182283,M19332,-,27,"2,4,6-TRINITROBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,0.654,Log unit,25,?C,O=C(O)c1c([N+](=O)[O-])cc(cc1[N+](=O)[O-])[N+](=O)[O-],benzoic acid (ortho subs.)
OC(=O)C1=CC(I)=CC(I)=C1O,133-91-5,R2182284,M1972,-,28,"3,5-diiodosalicylic acid",Koerner,Koerner,A3183,-,465,5,2.299,Log unit,25,?C,O=C(O)c1c(c(I)cc(c1)I)O,benzoic acid (ortho subs.)
NC1=C(Cl)C(=CC(Cl)=C1)C(O)=O,133-90-4,R2182285,M4052,-,29,"3-Amino-2,5-dichlorobenzoic acid",Koerner,Koerner,A3183,-,465,5,3.4,Log unit,,-,O=C(O)c1c(Cl)c(cc(c1)Cl)N,benzoic acid (ortho subs.)
OC(=O)C1=CC=CC(O)=C1O,303-38-8,R2182286,M19906,-,30,"2,3-DIHYDROXYBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,2.914,Log unit,25,?C,O=C(O)c1c(O)c(ccc1)O,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC=C1O,303-07-1,R2182287,M218,-,31,"2,6-Dihydroxybenzoic Acid",Koerner,Koerner,A3183,-,465,5,1.051,Log unit,25,?C,O=C(O)c1c(O)cccc1O,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC(Cl)=C1,321-14-2,R2182288,M19988,-,32,5-CHLOROSALICYLIC ACID,Koerner,Koerner,A3183,-,465,5,2.65,Log unit,25,?C,O=C(O)c1cc(Cl)ccc1O,benzoic acid (ortho subs.)
OC(=O)C1=C(F)C=CC=C1,445-29-4,R2182289,M20472,-,33,2-FLUOROBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,3.27,Log unit,25,?C,O=C(O)c1c(F)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(O)C=CC(O)=C1,490-79-9,R2182290,M12697,-,34,"2,5-Dihydroxybenzoic acid",Koerner,Koerner,A3183,-,465,5,2.951,Log unit,25,?C,O=C(O)c1c(O)ccc(c1)O,benzoic acid (ortho subs.)
OC(=O)C1=C(C=CC=C1)[N+]([O-])=O,552-16-9,R2182291,M10447,-,35,2-NITROBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.17,Log unit,20,?C,O=C(O)c1c([N+](=O)[O-])cccc1,benzoic acid (ortho subs.)
CC(=O)C1=C(C=CC=C1)C(O)=O,577-56-0,R2182292,M21878,-,36,O-ACETYLBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,4.126,Log unit,25,?C,O=C(O)c1c(cccc1)C(=O)C,benzoic acid (ortho subs.)
COC1=C(C=CC=C1)C(O)=O,579-75-9,R2182293,M4478,-,37,o-Methoxybenzoic Acid,Koerner,Koerner,A3183,-,465,5,3.9,Log unit,25,?C,O=C(O)c1c(OC)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=CC(=CC(=C1O)[N+]([O-])=O)[N+]([O-])=O,609-99-4,R2182294,M22380,-,38,"2-HYDROXY-3,5-DINITRO-BENZOIC ACID",Koerner,Koerner,A3183,-,465,5,0.7,Log unit,25,?C,O=C(O)c1c(c([N+](=O)[O-])cc(c1)[N+](=O)[O-])O,benzoic acid (ortho subs.)
OC(=O)C1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,610-30-0,R2182295,M22387,-,39,"2,4-DINITROBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,1.42,Log unit,25,?C,O=C(O)c1c([N+](=O)[O-])cc(cc1)[N+](=O)[O-],benzoic acid (ortho subs.)
CC1=CC=CC(C)=C1C(O)=O,632-46-2,R2182296,M23003,-,40,"2,6-DIMETHYLBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,3.345,Log unit,25,?C,O=C(O)c1c(cccc1C)C,benzoic acid (ortho subs.)
CC1=C(F)C(F)=C(C(O)=O)C(F)=C1F,652-32-4,R2182297,M23181,-,41,"2,3,5,6-TETRAFLUORO-4-METHYL-BENZOIC ACID",Koerner,Koerner,A3183,-,465,5,2,Log unit,25,?C,O=C(O)c1c(c(F)c(c(c1F)F)C)F,benzoic acid (ortho subs.)
OC(=O)C1=C(C=CC=C1)C1=CC=CC=C1,947-84-2,R2182298,M24160,-,42,"[1,1'-BIPHENYL]-2-CARBOXYLIC ACID",Koerner,Koerner,A3183,-,465,5,3.46,Log unit,,-,O=C(O)c1c(cccc1)c1ccccc1,benzoic acid (ortho subs.)
COC1=CC=CC(OC)=C1C(O)=O,1466-76-8,R2182299,M25188,-,43,"2,6-DIMETHOXYBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,3.44,Log unit,25,?C,O=C(O)c1c(OC)cccc1OC,benzoic acid (ortho subs.)
COC1=C(OC)C(=CC=C1)C(O)=O,1521-38-6,R2182300,M25300,-,44,"2,3-DIMETHOXYBENZOIC ACID",Koerner,Koerner,A3183,-,465,5,3.98,Log unit,25,?C,O=C(O)c1c(OC)c(ccc1)OC,benzoic acid (ortho subs.)
COC1=C(Cl)C=CC(Cl)=C1C(O)=O,1918-00-9,R2182301,M4736,-,45,dicamba,Koerner,Koerner,A3183,-,465,5,1.97,Log unit,,-,O=C(O)c1c(c(Cl)ccc1Cl)OC,benzoic acid (ortho subs.)
OC(=O)C1=C(OC2=CC=CC=C2)C=CC=C1,2243-42-7,R2182302,M8635,-,46,o-Phenoxybenzoic acid,Koerner,Koerner,A3183,-,465,5,3.53,Log unit,,-,O=C(O)c1c(Oc2ccccc2)cccc1,benzoic acid (ortho subs.)
CC(C)C1=C(C=CC=C1)C(O)=O,4/2/38,R2182303,M26883,-,47,O-ISOPROPYLBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,3.63,Log unit,25,?C,O=C(O)c1c(cccc1)C(C)C,benzoic acid (ortho subs.)
OC(=O)C1=C(Cl)C=CC(=C1)[N+]([O-])=O,2516-96-3,R2182304,M27018,-,48,2-CHLORO-5-NITROBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.17,Log unit,25,?C,O=C(O)c1cc([N+](=O)[O-])ccc1Cl,benzoic acid (ortho subs.)
OC(=O)C1=CC=CC(=C1Cl)[N+]([O-])=O,3970-35-2,R2182305,M28874,-,49,2-CHLORO-3-NITROBENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.02,Log unit,25,?C,O=C(O)c1c(c([N+](=O)[O-])ccc1)Cl,benzoic acid (ortho subs.)
OC(=O)C1=C(C=CC=C1)C(=O)NC1=CC=CC=C1,4727-29-1,R2182306,M29633,-,50,N-Phenylphthalamic acid,Koerner,Koerner,A3183,-,465,5,2.5,Log unit,,-,O=C(O)c1c(C(=O)Nc2ccccc2)cccc1,benzoic acid (ortho subs.)
OC(=O)C1=C(C=CC=C1Cl)[N+]([O-])=O,5344-49-0,R2182307,M30131,-,51,2-CHLORO-6-NITRO-BENZOIC ACID,Koerner,Koerner,A3183,-,465,5,1.34,Log unit,25,?C,O=C(O)c1c([N+](=O)[O-])cccc1Cl,benzoic acid (ortho subs.)
CC1=CC=CC(Cl)=C1C(O)=O,21327-86-6,R2182308,M35247,-,52,2-CHLORO-6-METHYL-BENZOIC ACID,Koerner,Koerner,A3183,-,465,5,2.75,Log unit,20,?C,O=C(O)c1c(Cl)cccc1C,benzoic acid (ortho subs.)
NC(=O)CNC1=C(C=CC=C1)C(O)=O,25784-02-5,R2182309,M32018,-,53,2-[(ACETYLAMINO)AMINO]-BENZOIC ACID,Koerner,Koerner,A3183,-,465,5,4.2,Log unit,,-,O=C(O)c1c(NCC(=O)N)cccc1,benzoic acid (ortho subs.)
C[C@H](O)C(O)=O,50-21-5,R2182310,M64877,-,1,Lactic acid,Koerner,Koerner,A3183,-,466,6,3.86,Log unit,20,?C,O=C(O)C(O)C,aliph. carboxylic acid
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,53-86-1,R2182311,M1329,-,2,Indomethacin,Koerner,Koerner,A3183,-,466,6,4.5,Log unit,,-,O=C(O)Cc1c2c(n(C(=O)c3ccc(Cl)cc3)c1C)ccc(c2)OC,aliph. carboxylic acid
NC1=CC=C(C=C1)C(=O)NCC(O)=O,61-78-9,R2182312,M4045,-,3,N-(4-AMINOBENZOYL)-GLYCINE,Koerner,Koerner,A3183,-,466,6,3.8,Log unit,,-,O=C(O)CNC(=O)c1ccc(cc1)N,aliph. carboxylic acid
CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O,61-33-6,R2182313,M130893,-,4,Benzylpenicillin,Koerner,Koerner,A3183,-,466,6,2.74,Log unit,25,?C,O=C(O)C1N2C(SC1(C)C)C(C2=O)NC(=O)Cc1ccccc1,aliph. carboxylic acid
COC1=CC=CC(OC)=C1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@H](N2C1=O)C(O)=O,61-32-5,R2182314,M130894,-,5,Methicillin,Koerner,Koerner,A3183,-,466,6,2.77,Log unit,,-,O=C(O)C1N2C(SC1(C)C)C(C2=O)NC(=O)c1c(cccc1OC)OC,aliph. carboxylic acid
OC(=O)CI,64-69-7,R2182315,M17284,-,6,IODO-ACETIC ACID,Koerner,Koerner,A3183,-,466,6,3.15,Log unit,,-,O=C(O)CI,aliph. carboxylic acid
CC(O)=O,64-19-7,R2182316,M9421,-,7,acetic acid,Koerner,Koerner,A3183,-,466,6,4.76,Log unit,25,?C,O=C(O)C,aliph. carboxylic acid
OC(=O)CS,68-11-1,R2182317,M1693,-,8,Mercaptoacetic acid,Koerner,Koerner,A3183,-,466,6,3.55,Log unit,,-,O=C(O)CS,aliph. carboxylic acid
CC(Cl)(Cl)C(O)=O,75-99-0,R2182318,M17427,-,9,DALAPON,Koerner,Koerner,A3183,-,466,6,1.79,Log unit,,-,O=C(O)C(Cl)(Cl)C,aliph. carboxylic acid
CC(C)(C)C(O)=O,75-98-9,R2182319,M4682,-,10,"2,2-Dimethyl propanoic acid",Koerner,Koerner,A3183,-,466,6,5.031,Log unit,25,?C,O=C(O)C(C)(C)C,aliph. carboxylic acid
OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,76-93-7,R2182320,M11153,-,11,benzilic acid,Koerner,Koerner,A3183,-,466,6,3.05,Log unit,18,?C,O=C(O)C(O)(c1ccccc1)c1ccccc1,aliph. carboxylic acid
OC(=O)C(F)(F)F,76-05-1,R2182321,M15134,-,12,Trifluoroacetic acid,Koerner,Koerner,A3183,-,466,6,0.52,Log unit,25,?C,O=C(O)C(F)(F)F,aliph. carboxylic acid
OC(=O)C(Cl)(Cl)Cl,76-03-9,R2182322,M17430,-,13,TRICHLOROACETIC ACID,Koerner,Koerner,A3183,-,466,6,0.512,Log unit,,-,O=C(O)C(Cl)(Cl)Cl,aliph. carboxylic acid
C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45CC(=C)[C@@](O)(C4)CC[C@H]5[C@]3(OC1=O)C=C[C@@H]2O,77-06-5,R2182323,M4763,-,14,gibberellic acid,Koerner,Koerner,A3183,-,466,6,4,Log unit,,-,O=C(O)C1C2[C@@]3(O=C(O)[C@@]2(C(C=C3)O)C)C2[C@@]31C[C@@](CC2)(C(=C)C3)O,aliph. carboxylic acid
OC(=O)C(Cl)Cl,79-43-6,R2182324,M17565,-,15,DICHLOROACETIC ACID,Koerner,Koerner,A3183,-,466,6,1.26,Log unit,,-,O=C(O)C(Cl)Cl,aliph. carboxylic acid
CC(C)C(O)=O,79-31-2,R2182325,M5785,-,16,isobutyric acid,Koerner,Koerner,A3183,-,466,6,4.84,Log unit,20,?C,O=C(O)C(C)C,aliph. carboxylic acid
OCC(O)=O,79-14-1,R2182326,M94,-,17,hydroxyacetic acid,Koerner,Koerner,A3183,-,466,6,3.83,Log unit,,-,O=C(O)CO,aliph. carboxylic acid
OC(=O)CCl,79-11-8,R2182327,M2769,-,18,chloroacetic acid,Koerner,Koerner,A3183,-,466,6,2.866,Log unit,25,?C,O=C(O)CCl,aliph. carboxylic acid
CCC(O)=O,79-09-4,R2182328,M12780,-,19,Propionic Acid,Koerner,Koerner,A3183,-,466,6,4.875,Log unit,,-,O=C(O)CC,aliph. carboxylic acid
OC(=O)CBr,79-08-3,R2182329,M5489,-,20,Bromoacetic Acid,Koerner,Koerner,A3183,-,466,6,2.89,Log unit,20,?C,O=C(O)CBr,aliph. carboxylic acid
C[C@H](CCC(O)=O)[C@@H]1CC[C@@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]12C,81-25-4,R2182330,M130895,-,21,cholic acid,Koerner,Koerner,A3183,-,466,6,4.98,Log unit,20,?C,O=C(O)CCC(C1[C@@]2(C(O)CC3C(C2CC1)C(CC1[C@@]3(CCC(C1)O)C)O)C)C,aliph. carboxylic acid
OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl,85-34-7,R2182331,M9561,-,22,Fenac,Koerner,Koerner,A3183,-,466,6,3.7,Log unit,25,?C,O=C(O)Cc1c(Cl)c(ccc1Cl)Cl,aliph. carboxylic acid
OC(=O)CC1=CC=CC2=C1C=CC=C2,86-87-3,R2182332,M8773,-,23,NAPHTHALENEACETIC ACID,Koerner,Koerner,A3183,-,466,6,4.23,Log unit,25,?C,O=C(O)Cc1c2c(ccc1)cccc2,aliph. carboxylic acid
OC(=O)CC1=CNC2=C1C=CC=C2,87-51-4,R2182333,M10299,-,24,indole-3-acetic acid,Koerner,Koerner,A3183,-,466,6,4.75,Log unit,,-,O=C(O)Cc1c2c([nH]c1)cccc2,aliph. carboxylic acid
CC1(C)S[C@@H]2[C@H](NC(=O)COC3=CC=CC=C3)C(=O)N2[C@@H]1C(O)=O,87-08-1,R2182334,M933,-,25,Phenoxymethylpenicillin,Koerner,Koerner,A3183,-,466,6,2.79,Log unit,,-,O=C(O)C1N2C(SC1(C)C)C(C2=O)NC(=O)COc1ccccc1,aliph. carboxylic acid
CCC(CC)C(O)=O,88-09-5,R2182335,M8338,-,26,2-ethylbutyric acid,Koerner,Koerner,A3183,-,466,6,4.71,Log unit,20,?C,O=C(O)C(CC)CC,aliph. carboxylic acid
O[C@H](C(O)=O)C1=CC=CC=C1,90-64-2,R2182336,M117019,-,27,A-HYDROXYPHENYLACETIC ACID,Koerner,Koerner,A3183,-,466,6,3.41,Log unit,25,?C,O=C(O)C(O)c1ccccc1,aliph. carboxylic acid
OC(=O)COC1=CC(Cl)=C(Cl)C=C1Cl,93-76-5,R2182337,M10491,-,28,"2,4,5-trichlorophenoxyacetic acid",Koerner,Koerner,A3183,-,466,6,2.833,Log unit,25,?C,O=C(O)COc1cc(c(Cl)cc1Cl)Cl,aliph. carboxylic acid
C[C@H](OC1=CC(Cl)=C(Cl)C=C1Cl)C(O)=O,93-72-1,R2182338,M130896,-,29,Silvex,Koerner,Koerner,A3183,-,466,6,2.84,Log unit,,-,O=C(O)C(Oc1cc(c(Cl)cc1Cl)Cl)C,aliph. carboxylic acid
OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,94-82-6,R2182339,M13560,-,30,"4-(2,4-DICHLOROPHENOXY)BUTYRIC ACID",Koerner,Koerner,A3183,-,466,6,4.95,Log unit,25,?C,O=C(O)CCCOc1c(Cl)cc(cc1)Cl,aliph. carboxylic acid
CC1=C(OCCCC(O)=O)C=CC(Cl)=C1,94-81-5,R2182340,M18121,-,31,MCPB,Koerner,Koerner,A3183,-,466,6,6.2,Log unit,25,?C,O=C(O)CCCOc1c(cc(Cl)cc1)C,aliph. carboxylic acid
OC(=O)COC1=C(Cl)C=C(Cl)C=C1,94-75-7,R2182341,M8292,-,32,"2,4-Dichlorophenoxyacetic acid",Koerner,Koerner,A3183,-,466,6,2.73,Log unit,,-,O=C(O)COc1c(Cl)cc(cc1)Cl,aliph. carboxylic acid
CC1=C(OCC(O)=O)C=CC(Cl)=C1,94-74-6,R2182342,M12292,-,33,2-METHYL-4-CHLOROPHENOXYACETIC ACID,Koerner,Koerner,A3183,-,466,6,3.13,Log unit,25,?C,O=C(O)COc1c(cc(Cl)cc1)C,aliph. carboxylic acid
CCC[C@@H](C)C(O)=O,97-61-0,R2182343,M124309,-,34,"PENTANOIC ACID, 2-METHYL-",Koerner,Koerner,A3183,-,466,6,4.79,Log unit,18,?C,O=C(O)C(CCC)C,aliph. carboxylic acid
OC(=O)C1CCCCC1,98-89-5,R2182344,M7717,-,35,cyclohexanecarboxylic acid,Koerner,Koerner,A3183,-,466,6,4.9,Log unit,,-,O=C(O)C1CCCCC1,aliph. carboxylic acid
CCCC(CCC)C(O)=O,99-66-1,R2182345,M7341,-,36,Valproic acid,Koerner,Koerner,A3183,-,467,6,4.6,Log unit,,-,O=C(O)C(CCC)CCC,aliph. carboxylic acid
OC(=O)CC1=CC(O)=C(O)C=C1,102-32-9,R2182346,M18409,-,37,"3,4-DIHYDROXYPHENYLACETIC ACID",Koerner,Koerner,A3183,-,467,6,4.25,Log unit,30,?C,O=C(O)Cc1ccc(c(O)c1)O,aliph. carboxylic acid
OC(=O)CC1=CC=CC=C1,103-82-2,R2182347,M12394,-,38,phenylacetic acid,Koerner,Koerner,A3183,-,467,6,4.31,Log unit,,-,O=C(O)Cc1ccccc1,aliph. carboxylic acid
OC(=O)CC1=CC=C(C=C1)[N+]([O-])=O,104-03-0,R2182348,M13397,-,39,p-nitrophenylacetic acid,Koerner,Koerner,A3183,-,467,6,3.85,Log unit,25,?C,O=C(O)Cc1ccc([N+](=O)[O-])cc1,aliph. carboxylic acid
COC1=CC=C(CC(O)=O)C=C1,104-01-8,R2182349,M7546,-,40,p-Methoxyphenylacetic acid,Koerner,Koerner,A3183,-,467,6,4.36,Log unit,25,?C,O=C(O)Cc1ccc(OC)cc1,aliph. carboxylic acid
OC(=O)CCCl,107-94-8,R2182350,M9074,-,41,3-CHLOROPROPIONIC ACID,Koerner,Koerner,A3183,-,467,6,3.99,Log unit,25,?C,O=C(O)CCCl,aliph. carboxylic acid
CCCC(O)=O,107-92-6,R2182351,M2541,-,42,butyric acid,Koerner,Koerner,A3183,-,467,6,4.82,Log unit,25,?C,O=C(O)CCC,aliph. carboxylic acid
CC[C@@H](C)C(O)=O,116-53-0,R2182352,M67097,-,43,2-METHYL-BUTANOIC ACID,Koerner,Koerner,A3183,-,467,6,4.81,Log unit,18,?C,O=C(O)C(CC)C,aliph. carboxylic acid
OC(=O)COC1=CC=CC=C1Cl,614-61-9,R1509681,M8150,-,172,[(2-chlorophenyl)oxy]acetic acid,Koerner,Koerner,A8743,19630371,-,-,3.05,Log unit,,-,OC(=O)COc1ccccc1Cl,
CCCC(C(O)=O)C(O)=O,616-62-6,R1509682,M22536,-,173,PROPYLPROPANEDIOIC ACID,Koerner,Koerner,A8743,19630371,-,-,2.99,Log unit,,-,OC(=O)C(CCC)C(=O)O,
CCC[C@H](O)C(O)=O,617-31-2,R1509683,M122623,-,174,2-Hydroxypentanoic acid,Koerner,Koerner,A8743,19630371,-,-,2.89,Log unit,,-,OC(=O)C(O)CCC,
CC1=CC=C(CC(O)=O)C=C1,622-47-9,R1509684,M3595,-,175,(4-Methylphenyl)acetic acid,Koerner,Koerner,A8743,19630371,-,-,4.37,Log unit,,-,OC(=O)Cc1ccc(C)cc1,
CC(C)CCC(O)=O,646-07-1,R1509685,M2580,-,176,4-METHYLPENTANOIC ACID,Koerner,Koerner,A8743,19630371,-,-,4.84,Log unit,,-,OC(=O)CCC(C)C,
ON(CC(O)=O)C=O,689-13-4,R1509686,M23103,-,177,N-FORMYL-N-HYDROXYGLYCINE,Koerner,Koerner,A8743,19630371,-,-,3.5,Log unit,,-,OC(=O)CN(C=O)O,
CC1=CC=C(OCC(O)=O)C=C1,940-64-7,R1509687,M10322,-,178,[(4-methylphenyl)oxy]acetic acid,Koerner,Koerner,A8743,19630371,-,-,3.21,Log unit,,-,OC(=O)COc1ccc(cc1)C,
CC1=CC=CC(OCC(O)=O)=C1,1643-15-8,R1509688,M12093,-,179,[(3-methylphenyl)oxy]acetic acid,Koerner,Koerner,A8743,19630371,-,-,3.2,Log unit,,-,OC(=O)COc1cc(C)ccc1,
OC(=O)C1CC1,1759-53-1,R1509689,M25722,-,180,CYCLOPROPANECARBOXYLIC ACID,Koerner,Koerner,A8743,19630371,-,-,4.83,Log unit,,-,OC(=O)C1CC1,
OC(=O)COC1=CC(Br)=CC=C1,1798-99-8,R1509690,M1581,-,181,[(3-bromophenyl)oxy]acetic acid,Koerner,Koerner,A8743,19630371,-,-,3.09,Log unit,,-,OC(=O)COc1cc(Br)ccc1,
