"SMILES","CASRN","RECORDID","MOLECULEID","EXTERNALID","N","NAME","NAME","INTRODUCER","MODIFIER","ARTICLEID","PUBMEDID","PAGE","TABLE","pKa (smiles as ob. cond.) {measured}","UNIT {pKa (smiles as ob. cond.)}","pKa (smiles as ob. cond.) {measured, converted}","UNIT {pKa (smiles as ob. cond.)}","Temperature","UNIT {Temperature}","Ionizable centre (smiles)","groupsAndICs","AtomNR of IC","IC group given","IC smiles given","MultiGroupDetection","IC group detected","pKa predicted value","UNIT {pKa predicted value}","IC index predicted","pKa predicted value 2","UNIT {pKa predicted value 2}","COMMENTS","INCHI_KEY"
"OC1=C(C(=O)C(O)=C(C1=O)N(=O)=O)N(=O)=O","-","R937947","M1018849","-","-","2,5-dihydroxy-3,6-dinitrobenzoquinone","-","Koerner","charochkina","A5793","-","-","-","-2.7","Log unit","-2.7","Log unit","25.0","?C","OC1=C(C(=O)C(=C(C1=O)N(=O)=O)O)N(=O)=O","{nr2=[5, 11], oh=[3, 15]}","3","oh","O=C(C(O)=C(N(=O)=O)C1=O)C(N(=O)=O)=C1O","","","","-","","","-","-","FDOKWKTVAJNFLT-UHFFFAOYSA"
"OC1=NC2=NC(O)=NC3=NC(O)=NC(=N1)N23","-","R937950","M25256","-","-","cyamelic acid","-","Koerner","charochkina","A5793","-","-","-","2.5","Log unit","2.5","Log unit","25.0","?C","Oc1nc2nc(nc3n2c(n1)nc(O)n3)O","{nr2=[13], oh=[2, 7, 12]}","2","oh","N(C(O)=NC1=NC=2O)=C(N=C(N=3)O)N1C3N2","","","","-","","","-","-","PBKYCCOBOHDCIT-UHFFFAOYSA"
"OC1=CC=C(O)C2=C1C(=O)C1=CC=CC=C1C2=O","-","R937956","M17648","-","-","1,4-Dihydroxyanthraquinone","-","Koerner","charochkina","A5793","-","-","-","10.2","Log unit","10.2","Log unit","25.0","?C","Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12","{oh=[1, 5]}","1","oh","c1(O)ccc(O)c2C(=O)c3ccccc3C(=O)c12","","","","-","","","-","-","GUEIZVNYDFNHJU-UHFFFAOYSA"
"OC1=CC=CC2=C1C(=O)C1=CC=CC(O)=C1C2=O","-","R937958","M18943","-","-","1,5-DIHYDROXYANTHRAQUINONE","-","Koerner","charochkina","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","Oc1c2C(=O)c3cccc(O)c3C(=O)c2ccc1","{oh=[1, 10]}","10","oh","c1(O)cccc2C(=O)c3c(O)cccc3C(=O)c12","","","","-","","","-","-","JPICKYUTICNNNJ-UHFFFAOYSA"
"OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2=O","-","R937959","M18942","-","-","1,8-Dihydroxyanthraquinone","-","Koerner","charochkina","A5793","-","-","-","8.6","Log unit","8.6","Log unit","25.0","?C","Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12","{oh=[1, 13]}","13","oh","c1(O)cccc2C(=O)c3cccc(O)c3C(=O)c12","","","","-","","","-","-","QBPFLULOKWLNNW-UHFFFAOYSA"
"OC1=CC2=C(C=C1)C(=O)C1=CC(O)=CC=C1C2=O","-","R937960","M17739","-","-","2,6-Dihydroxyanthraquinone","-","Koerner","charochkina","A5793","-","-","-","6.55","Log unit","6.55","Log unit","25.0","?C","Oc1cc2C(=O)c3ccc(cc3C(=O)c2cc1)O","{oh=[2, 11]}","2","oh","c1c(O)ccc2C(=O)c3cc(O)ccc3C(=O)c12","","","","-","","","-","-","APAJFZPFBHMFQR-UHFFFAOYSA"
"[O-]C(=O)CNCCNCC([O-])=O","-","R938305","M110435","-","-","ethylenediamine-N,N-diacetic acid","-","Koerner","charochkina","A5793","-","-","-","9.16","Log unit","9.16","Log unit","25.0","?C","N(CCNCC(=O)[O-])CC(=O)[O-]","{nr2=[4, 7]}","7","nr2","O=C([O-1])CNCCNCC(=O)[O-1]","true","","","-","","","-","-","IFQUWYZCAGRUJN-UHFFFAOYSA"
"C[NH+](C)CCN(CC([O-])=O)CC([O-])=O","-","R938306","M1034163","-","-","ethylenediamine-N-dimethyl-N'-diacetic acid","-","Koerner","charochkina","A5793","-","-","-","5.9","Log unit","5.9","Log unit","25.0","?C","N(CC(=O)[O-])(CC(=O)[O-])CC[NH+](C)C","{nr2=[4, 11]}","4","nr2","O=C([O-1])CN(CC(=O)[O-1])CC[N+1](C)C","true","","","-","","","-","-","XLQGOLQGWSEWTE-UHFFFAOYSA"
"[O-]C(=O)CCN(CC[NH+](CCC([O-])=O)CC([O-])=O)CC([O-])=O","-","R938309","M1034164","-","-","ethylenediamine-N,N'-dipropionic acid-N,N'-diacetic acid","-","Koerner","charochkina","A5793","-","-","-","6.3","Log unit","6.3","Log unit","25.0","?C","N(CC(=O)[O-])(CCC(=O)[O-])CC[NH+](CC(=O)[O-])CCC(=O)[O-]","{nr2=[4, 12]}","4","nr2","O=C([O-1])CN(CCC(=O)[O-1])CC[N+1](CC(=O)[O-1])CCC(=O)[O-1]","true","","","-","","","-","-","IZQWNOQOAFSHOK-UHFFFAOYSA"
"[O-]C(=O)CCN(CCN(CCC([O-])=O)CC([O-])=O)CC([O-])=O","-","R938310","M1034164","-","-","ethylenediamine-N,N'-dipropionic acid-N,N'-diacetic acid","-","Koerner","charochkina","A5793","-","-","-","9.53","Log unit","9.53","Log unit","25.0","?C","N(CCN(CC(=O)[O-])CCC(=O)[O-])(CC(=O)[O-])CCC(=O)[O-]","{nr2=[4, 12]}","12","nr2","O=C([O-1])CN(CCC(=O)[O-1])CCN(CC(=O)[O-1])CCC(=O)[O-1]","true","","","-","","","-","-","IZQWNOQOAFSHOK-UHFFFAOYSA"
"[O-]C(=O)CCNCCNCCC([O-])=O","-","R938311","M1050767","-","-","ethylenediamine-N,N'-dipropionic acid","-","Koerner","charochkina","A5793","-","-","-","9.9","Log unit","9.9","Log unit","25.0","?C","N(CCC(=O)[O-])CCNCCC(=O)[O-]","{nr2=[5, 8]}","5","nr2","O=C([O-1])CCNCCNCCC(=O)[O-1]","true","","","-","","","-","-","SZUZWFXRVSNBOZ-UHFFFAOYSA"
"NC1=C(O)C(=CC(=C1)N(=O)=O)N(=O)=O","-","R939076","M18192","-","-","2-amino-4,6-dinitro-phenol","-","Koerner","charochkina","A5793","-","-","-","1.0","Log unit","1.0","Log unit","25.0","?C","N(=O)(=O)c1cc(c(O)c(c1)N(=O)=O)N","{nr2=[5, 8, 11], oh=[0]}","5","nr2","O-c(c(cc1N(=O)=O)N)c(c1)N(=O)=O","true","","","-","","","-","-","QXYMVUZOGFVPGH-UHFFFAOYSA"
"[NH3+]C(S)S","-","R939355","M1050768","-","-","aminomethanedithioic acid","-","Koerner","charochkina","A5793","-","-","-","2.95","Log unit","2.95","Log unit","25.0","?C","SC(S)[NH3+]","{sh=[0, 2]}","0","sh","SC(S)[N+1]","true","","","-","","","-","-","KBGIVZVDRZTOOE-UHFFFAOYSA"
"SCCS","-","R939357","M21461","-","-","1,2-ETHANEDITHIOL","-","Koerner","charochkina","A5793","-","-","-","9.3","Log unit","9.3","Log unit","25.0","?C","SCCS","{sh=[0, 3]}","0","sh","SCCS","true","","","-","","","-","-","VYMPLPIFKRHAAC-UHFFFAOYSA"
"[O-]S(=O)(=O)C(CS)CS","-","R939361","M1050769","-","-","1,3-dimercapto-2-propansulfonic acid","-","Koerner","charochkina","A5793","-","-","-","9.04","Log unit","9.04","Log unit","25.0","?C","SCC(S(=O)(=O)[O-])CS","{sh=[0, 8]}","0","sh","SCC(S(=O)(=O)[O-1])CS","true","","","-","","","-","-","OEIREMSMLSZFFS-UHFFFAOYSA"
"CC(C(C)C(O)=O)C(O)=O","-","R943025","M22180","-","-","rac-alpha,alpha'-dimethylpyrotartaric acid","-","Koerner","charochkina","A5793","-","-","-","4.1","Log unit","4.1","Log unit","25.0","?C","OC(=O)C(C(C(=O)O)C)C","{co2h=[2, 8]}","8","co2h","O=C(O)C(C)C(C(=O)O)C","","","","-","","","-","-","KLZYRCVPDWTZLH-UHFFFAOYSA"
"CCC(C(CC)C(O)=O)C(O)=O","-","R943030","M24808","-","-","rac-alpha,alpha'-diethylprotartaric acid","-","Koerner","charochkina","A5793","-","-","-","3.785","Log unit","3.785","Log unit","25.0","?C","OC(=O)C(C(C(=O)O)CC)CC","{co2h=[2, 9]}","9","co2h","O=C(O)C(CC)C(C(=O)O)CC","","","","-","","","-","-","KJXMXCRSMLOXBM-UHFFFAOYSA"
"[O-]C(=O)CNCCNCC([O-])=O","-","R943296","M110435","-","-","ethylenediamine-N,N-diacetic acid","-","Koerner","charochkina","A5793","-","-","-","9.16","Log unit","9.16","Log unit","25.0","?C","N(CC(=O)[O-])CCNCC(=O)[O-]","{nr2=[4, 7]}","4","nr2","O=C([O-1])CNCCNCC(=O)[O-1]","","","","-","","","-","-","IFQUWYZCAGRUJN-UHFFFAOYSA"
"[O-]C(=O)CCN(CCN(CCC([O-])=O)CC([O-])=O)CC([O-])=O","-","R943301","M1034164","-","-","ethylenediamine-N,N'-dipropionic acid-N,N'-diacetic acid","-","Koerner","charochkina","A5793","-","-","-","9.53","Log unit","9.53","Log unit","25.0","?C","N(CC(=O)[O-])(CCC(=O)[O-])CCN(CC(=O)[O-])CCC(=O)[O-]","{nr2=[4, 12]}","4","nr2","O=C([O-1])CN(CCC(=O)[O-1])CCN(CC(=O)[O-1])CCC(=O)[O-1]","","","","-","","","-","-","IZQWNOQOAFSHOK-UHFFFAOYSA"
"CC(O)CO","-","R943939","M2108","-","-","1,2-propanediol","-","Koerner","charochkina","A5793","-","-","-","15.1","Log unit","15.1","Log unit","25.0","?C","OCC(O)C","{oh=[0, 3]}","0","oh","OCC(O)C","","","","-","","","-","-","DNIAPMSPPWPWGF-UHFFFAOYSA"
"OCC(O)CO","-","R943942","M8486","-","-","1,2,3-Propanetriol","-","Koerner","charochkina","A5793","-","-","-","14.7","Log unit","14.7","Log unit","25.0","?C","OCC(O)CO","{oh=[0, 3, 5]}","0","oh","OCC(O)CO","","","","-","","","-","-","PEDCQBHIVMGVHV-UHFFFAOYSA"
"OC1=CC=CC2=C1C(=O)C1=CC=CC(O)=C1C2=O","-","R944323","M18943","-","-","1,5-DIHYDROXYANTHRAQUINONE","-","Koerner","charochkina","A5793","-","-","-","9.8","Log unit","9.8","Log unit","25.0","?C","Oc1cccc2C(=O)c3c(O)cccc3C(=O)c12","{oh=[1, 10]}","1","oh","c1(O)cccc2C(=O)c3c(O)cccc3C(=O)c12","","","","-","","","-","-","JPICKYUTICNNNJ-UHFFFAOYSA"
"CN","-","R944822","M636","-","-","amino-methane","-","Koerner","charochkina","A5793","-","-","-","10.6385","Log unit","10.6385","Log unit","25.0","?C","NC","{nr2=[0]}","","nr2","NC","","0","","-","","","-","-","BAVYZALUXZFZLV-UHFFFAOYSA"
"CON","-","R944823","M17315","-","-","O-aminohydroxy-methane","-","Koerner","charochkina","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","NOC","{nr2=[0]}","","nr2","NOC","","0","","-","","","-","-","GMPKIPWJBDOURN-UHFFFAOYSA"
"CN(C)Cl","-","R944824","M21041","-","-","N-chloro-N-methylaminomethane","-","Koerner","charochkina","A5793","-","-","-","0.46","Log unit","0.46","Log unit","25.0","?C","N(Cl)(C)C","{nr2=[1]}","","nr2","ClN(C)C","","1","","-","","","-","-","MAGVJLLHDZWQFM-UHFFFAOYSA"
"O[As](O)(=O)C(F)(F)F","-","R937057","M1050610","-","-","trifluoromethylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","1.4","Log unit","1.4","Log unit","25.0","?C","O[As](=O)(C(F)(F)F)O","{aso2h=6}","","","","","","","-","","","-","-","YCTPXQZSOUJLPU-UHFFFAOYSA"
"O[As]([O-])(=O)C(F)(F)F","-","R937058","M1050610","-","-","trifluoromethylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","5.2","Log unit","5.2","Log unit","25.0","?C","O[As](=O)(C(F)(F)F)[O-]","{aso2h=7}","","","","","","","-","","","-","-","YCTPXQZSOUJLPU-UHFFFAOYSA"
"C[As](O)(O)=O","-","R937059","M19201","-","-","Methylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","3.91","Log unit","3.91","Log unit","25.0","?C","O[As](=O)(O)C","{aso2h=2}","","","","","","","-","","","-","-","QYPPRTNMGCREIM-UHFFFAOYSA"
"C[As](O)([O-])=O","-","R937060","M19201","-","-","Methylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","O[As](=O)([O-])C","{aso2h=2}","","","","","","","-","","","-","-","QYPPRTNMGCREIM-UHFFFAOYSA"
"C[As](C)(O)=O","-","R937061","M7895","-","-","cacodylic acid","-","Koerner","charochkina","A5793","-","-","-","6.27","Log unit","6.27","Log unit","25.0","?C","O[As](=O)(C)C","{aso2h=2}","","","","","","","-","","","-","-","OGGXGZAMXPVRFZ-UHFFFAOYSA"
"CC[As](O)(O)=O","-","R937062","M21060","-","-","Ethylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.19","Log unit","4.19","Log unit","25.0","?C","O[As](=O)(O)CC","{aso2h=2}","","","","","","","-","","","-","-","YHAUELCERLPWSP-UHFFFAOYSA"
"CC[As](O)([O-])=O","-","R937063","M21060","-","-","Ethylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.05","Log unit","8.05","Log unit","25.0","?C","O[As](=O)([O-])CC","{aso2h=2}","","","","","","","-","","","-","-","YHAUELCERLPWSP-UHFFFAOYSA"
"CCC[As](O)(O)=O","-","R937064","M18599","-","-","n-Propylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.51","Log unit","4.51","Log unit","25.0","?C","O[As](=O)(O)CCC","{aso2h=2}","","","","","","","-","","","-","-","RVQXTZBOXCETGD-UHFFFAOYSA"
"CCC[As](O)([O-])=O","-","R937065","M18599","-","-","n-Propylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.7","Log unit","8.7","Log unit","25.0","?C","O[As](=O)([O-])CCC","{aso2h=2}","","","","","","","-","","","-","-","RVQXTZBOXCETGD-UHFFFAOYSA"
"CCCC[As](O)(O)=O","-","R937066","M1050611","-","-","n-butylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.53","Log unit","4.53","Log unit","25.0","?C","O[As](=O)(O)CCCC","{aso2h=2}","","","","","","","-","","","-","-","UPDHOTIATMFGCI-UHFFFAOYSA"
"CCCC[As](O)([O-])=O","-","R937067","M1050611","-","-","n-butylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.6","Log unit","8.6","Log unit","25.0","?C","O[As](=O)([O-])CCCC","{aso2h=2}","","","","","","","-","","","-","-","UPDHOTIATMFGCI-UHFFFAOYSA"
"CCCCC[As](O)(O)=O","-","R937068","M1050612","-","-","n-pentylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.44","Log unit","4.44","Log unit","25.0","?C","O[As](=O)(O)CCCCC","{aso2h=2}","","","","","","","-","","","-","-","UKTTUQGNYQYRNN-UHFFFAOYSA"
"CCCCC[As](O)([O-])=O","-","R937069","M1050612","-","-","n-pentylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.7","Log unit","8.7","Log unit","25.0","?C","O[As](=O)([O-])CCCCC","{aso2h=2}","","","","","","","-","","","-","-","UKTTUQGNYQYRNN-UHFFFAOYSA"
"CCCCCC[As](O)(O)=O","-","R937070","M1050613","-","-","n-hexylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.46","Log unit","4.46","Log unit","25.0","?C","O[As](=O)(O)CCCCCC","{aso2h=2}","","","","","","","-","","","-","-","WHNKQYAGGXTNEY-UHFFFAOYSA"
"CCCCCC[As](O)([O-])=O","-","R937071","M1050613","-","-","n-hexylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.9","Log unit","8.9","Log unit","25.0","?C","O[As](=O)([O-])CCCCCC","{aso2h=2}","","","","","","","-","","","-","-","WHNKQYAGGXTNEY-UHFFFAOYSA"
"O[As](O)(=O)CCCl","-","R937072","M1050614","-","-","2-chloroethylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.0","Log unit","4.0","Log unit","25.0","?C","O[As](=O)(CCCl)O","{aso2h=5}","","","","","","","-","","","-","-","KTUCQIVDDLBJAT-UHFFFAOYSA"
"O[As]([O-])(=O)CCCl","-","R937073","M1050614","-","-","2-chloroethylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","7.8","Log unit","7.8","Log unit","25.0","?C","O[As](=O)(CCCl)[O-]","{aso2h=5}","","","","","","","-","","","-","-","KTUCQIVDDLBJAT-UHFFFAOYSA"
"CC(Cl)C[As](O)(O)=O","-","R937074","M1050615","-","-","2-chloro-n-propylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.1","Log unit","4.1","Log unit","25.0","?C","O[As](=O)(CC(Cl)C)O","{aso2h=6}","","","","","","","-","","","-","-","OBOVSJWLHHAXAY-UHFFFAOYSA"
"CC(Cl)C[As](O)([O-])=O","-","R937075","M1050615","-","-","2-chloro-n-propylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.1","Log unit","8.1","Log unit","25.0","?C","O[As](=O)(CC(Cl)C)[O-]","{aso2h=6}","","","","","","","-","","","-","-","OBOVSJWLHHAXAY-UHFFFAOYSA"
"O[As](O)(=O)CCCCl","-","R937076","M1050616","-","-","3-chloro-n-propylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","3.93","Log unit","3.93","Log unit","25.0","?C","O[As](=O)(CCCCl)O","{aso2h=6}","","","","","","","-","","","-","-","OYNSVPUMCBZLOW-UHFFFAOYSA"
"O[As]([O-])(=O)CCCCl","-","R937077","M1050616","-","-","3-chloro-n-propylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.2","Log unit","8.2","Log unit","25.0","?C","O[As](=O)(CCCCl)[O-]","{aso2h=6}","","","","","","","-","","","-","-","OYNSVPUMCBZLOW-UHFFFAOYSA"
"CC(Cl)CC[As](O)(O)=O","-","R937078","M1050617","-","-","3-chloro-n-butylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.2","Log unit","4.2","Log unit","25.0","?C","O[As](=O)(CCC(Cl)C)O","{aso2h=7}","","","","","","","-","","","-","-","JKPJDBCHZOMEQJ-UHFFFAOYSA"
"CC(Cl)CC[As](O)([O-])=O","-","R937079","M1050617","-","-","3-chloro-n-butylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.5","Log unit","8.5","Log unit","25.0","?C","O[As](=O)(CCC(Cl)C)[O-]","{aso2h=7}","","","","","","","-","","","-","-","JKPJDBCHZOMEQJ-UHFFFAOYSA"
"CCC(Cl)CC[As](O)(O)=O","-","R937080","M1050618","-","-","3-chloro-n-pentyl-1-arsonic acid","-","Koerner","charochkina","A5793","-","-","-","4.01","Log unit","4.01","Log unit","25.0","?C","O[As](=O)(CCC(Cl)CC)O","{aso2h=8}","","","","","","","-","","","-","-","ZAHRJCWDJFDTGA-UHFFFAOYSA"
"CCC(Cl)CC[As](O)([O-])=O","-","R937081","M1050618","-","-","3-chloro-n-pentyl-1-arsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.5","Log unit","8.5","Log unit","25.0","?C","O[As](=O)(CCC(Cl)CC)[O-]","{aso2h=8}","","","","","","","-","","","-","-","ZAHRJCWDJFDTGA-UHFFFAOYSA"
"CCCC(Cl)CC[As](O)(O)=O","-","R937082","M1050619","-","-","3-chloro-n-hexyl-1-arsonic acid","-","Koerner","charochkina","A5793","-","-","-","3.8","Log unit","3.8","Log unit","25.0","?C","O[As](=O)(CCC(Cl)CCC)O","{aso2h=9}","","","","","","","-","","","-","-","JRPNSQLJKRLEPT-UHFFFAOYSA"
"CCCC(Cl)CC[As](O)([O-])=O","-","R937083","M1050619","-","-","3-chloro-n-hexyl-1-arsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.0","Log unit","8.0","Log unit","25.0","?C","O[As](=O)(CCC(Cl)CCC)[O-]","{aso2h=9}","","","","","","","-","","","-","-","JRPNSQLJKRLEPT-UHFFFAOYSA"
"OC(=O)C[As](O)(O)=O","-","R937084","M51433","-","-","arson-acetic acid","-","Koerner","charochkina","A5793","-","-","-","3.2","Log unit","3.2","Log unit","25.0","?C","O[As](=O)(O)CC(=O)O","{aliphatic_carboxylic_acid=7, aso2h=2}","","","","","","","-","","","-","-","SIYRQHPXBLWQRE-UHFFFAOYSA"
"OC(=O)C[As](O)([O-])=O","-","R937085","M51433","-","-","arson-acetic acid","-","Koerner","charochkina","A5793","-","-","-","4.7","Log unit","4.7","Log unit","25.0","?C","OC(=O)C[As](=O)(O)[O-]","{co2h=7, aliphatic_carboxylic_acid=7}","","","","","","","-","","","-","-","SIYRQHPXBLWQRE-UHFFFAOYSA"
"OC(=O)CCC[As](O)(O)=O","-","R937086","M1050620","-","-","arson-butyric acid","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","O[As](=O)(O)CCCC(=O)O","{aliphatic_carboxylic_acid=9, aso2h=2}","","","","","","","-","","","-","-","AXCMPRVJPMHOEH-UHFFFAOYSA"
"OC(=O)CCC[As](O)([O-])=O","-","R937087","M1050620","-","-","arson-butyric acid","-","Koerner","charochkina","A5793","-","-","-","4.9","Log unit","4.9","Log unit","25.0","?C","OC(=O)CCC[As](=O)(O)[O-]","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","AXCMPRVJPMHOEH-UHFFFAOYSA"
"OC(=O)CCCC[As](O)(O)=O","-","R937088","M1050621","-","-","arson-valeric acid","-","Koerner","charochkina","A5793","-","-","-","3.96","Log unit","3.96","Log unit","25.0","?C","O[As](=O)(O)CCCCC(=O)O","{aliphatic_carboxylic_acid=10, aso2h=2}","","","","","","","-","","","-","-","YLUKJKSVKHSGGG-UHFFFAOYSA"
"OC(=O)CCCC[As](O)([O-])=O","-","R937089","M1050621","-","-","arson-valeric acid","-","Koerner","charochkina","A5793","-","-","-","4.88","Log unit","4.88","Log unit","25.0","?C","OC(=O)CCCC[As](=O)(O)[O-]","{co2h=10, aliphatic_carboxylic_acid=10}","","","","","","","-","","","-","-","YLUKJKSVKHSGGG-UHFFFAOYSA"
"OC(=O)C(=C)[As](O)(O)=O","-","R937090","M1050622","-","-","alpha-arson-acrylic acid","-","Koerner","charochkina","A5793","-","-","-","3.3","Log unit","3.3","Log unit","25.0","?C","O[As](=O)(O)C(=C)C(=O)O","{aliphatic_carboxylic_acid=8, aso2h=2}","","","","","","","-","","","-","-","LCYBRTDZNLVHPT-UHFFFAOYSA"
"OC(=O)C(=C)[As](O)([O-])=O","-","R937091","M1050622","-","-","alpha-arson-acrylic acid","-","Koerner","charochkina","A5793","-","-","-","4.23","Log unit","4.23","Log unit","25.0","?C","OC(=O)C(=C)[As](=O)(O)[O-]","{co2h=8, aliphatic_carboxylic_acid=8}","","","","","","","-","","","-","-","LCYBRTDZNLVHPT-UHFFFAOYSA"
"O[As]([O-])(=O)C(=C)C([O-])=O","-","R937092","M1050622","-","-","alpha-arson-acrylic acid","-","Koerner","charochkina","A5793","-","-","-","8.3","Log unit","8.3","Log unit","25.0","?C","O[As](=O)([O-])C(=C)C(=O)[O-]","{aso2h=2}","","","","","","","-","","","-","-","LCYBRTDZNLVHPT-UHFFFAOYSA"
"CC=C(C(O)=O)[As](O)(O)=O","-","R937093","M1050623","-","-","alpha-arson-crotonic acid","-","Koerner","charochkina","A5793","-","-","-","3.65","Log unit","3.65","Log unit","25.0","?C","O[As](=O)(O)C(=CC)C(=O)O","{aliphatic_carboxylic_acid=9, aso2h=2}","","","","","","","-","","","-","-","JWVBGQOCOZCTEP-UHFFFAOYSA"
"CC=C(C(O)=O)[As](O)([O-])=O","-","R937094","M1050623","-","-","alpha-arson-crotonic acid","-","Koerner","charochkina","A5793","-","-","-","4.6","Log unit","4.6","Log unit","25.0","?C","OC(=O)C(=CC)[As](=O)(O)[O-]","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","JWVBGQOCOZCTEP-UHFFFAOYSA"
"CC=C(C([O-])=O)[As](O)([O-])=O","-","R937095","M1050623","-","-","alpha-arson-crotonic acid","-","Koerner","charochkina","A5793","-","-","-","8.45","Log unit","8.45","Log unit","25.0","?C","O[As](=O)([O-])C(=CC)C(=O)[O-]","{aso2h=2}","","","","","","","-","","","-","-","JWVBGQOCOZCTEP-UHFFFAOYSA"
"CC(=CC(O)=O)[As](O)(O)=O","-","R937096","M1050624","-","-","beta-arson-crotonic acid","-","Koerner","charochkina","A5793","-","-","-","3.5","Log unit","3.5","Log unit","25.0","?C","O[As](=O)(O)C(=CC(=O)O)C","{aliphatic_carboxylic_acid=9, aso2h=2}","","","","","","","-","","","-","-","DYMLDSBKOHAFOB-UHFFFAOYSA"
"CC(=CC(O)=O)[As](O)([O-])=O","-","R937097","M1050624","-","-","beta-arson-crotonic acid","-","Koerner","charochkina","A5793","-","-","-","4.0","Log unit","4.0","Log unit","25.0","?C","OC(=O)C=C([As](=O)(O)[O-])C","{co2h=9, aliphatic_carboxylic_acid=9}","","","","","","","-","","","-","-","DYMLDSBKOHAFOB-UHFFFAOYSA"
"CC(=CC([O-])=O)[As](O)([O-])=O","-","R937098","M1050624","-","-","beta-arson-crotonic acid","-","Koerner","charochkina","A5793","-","-","-","8.5","Log unit","8.5","Log unit","25.0","?C","O[As](=O)([O-])C(=CC(=O)[O-])C","{aso2h=2}","","","","","","","-","","","-","-","DYMLDSBKOHAFOB-UHFFFAOYSA"
"O[As](O)(=O)C1=CC=CC=C1","-","R937099","M18231","-","-","phenyl-arsonic acid","-","Koerner","charochkina","A5793","-","-","-","3.9","Log unit","3.9","Log unit","25.0","?C","O[As](=O)(O)c1ccccc1","{aso2h=2}","","","","","","","-","","","-","-","LVKZSFMYNWRPJX-UHFFFAOYSA"
"O[As]([O-])(=O)C1=CC=CC=C1","-","R937100","M18231","-","-","phenyl-arsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.18","Log unit","8.18","Log unit","25.0","?C","O[As](=O)([O-])c1ccccc1","{aso2h=2}","","","","","","","-","","","-","-","LVKZSFMYNWRPJX-UHFFFAOYSA"
"O[As](O)(=O)C1=CC=CC2=C1C=CC=C2","-","R937101","M30231","-","-","alpa-naphthylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","3.96","Log unit","3.96","Log unit","25.0","?C","O[As](=O)(O)c1cccc2c1cccc2","{aso2h=2}","","","","","","","-","","","-","-","XUMIJWCAWDYMOE-UHFFFAOYSA"
"O[As]([O-])(=O)C1=CC=CC2=C1C=CC=C2","-","R937102","M30231","-","-","alpa-naphthylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.18","Log unit","8.18","Log unit","25.0","?C","O[As](=O)([O-])c1cccc2c1cccc2","{aso2h=2}","","","","","","","-","","","-","-","XUMIJWCAWDYMOE-UHFFFAOYSA"
"O[As]([O-])(=O)C1=CC2=C(C=CC=C2)C=C1","-","R937103","M1050625","-","-","beta-naphthylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","8.13","Log unit","8.13","Log unit","25.0","?C","O[As](=O)(c1cc2ccccc2cc1)[O-]","{aso2h=4}","","","","","","","-","","","-","-","PLXOVUJYCGXIQP-UHFFFAOYSA"
"CC1=CC=CC=C1[As](O)(O)=O","-","R937104","M28873","-","-","o-tolylarsonic acid","-","Koerner","charochkina","A5793","-","-","-","3.9","Log unit","3.9","Log unit","25.0","?C","O[As](=O)(O)c1ccccc1C","{aso2h=2}","","","","","","","-","","","-","-","DPJPCCXYYXKLSV-UHFFFAOYSA"
